Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
63R_S95_R1_001	(13.0, 1.0)	(14.0, 19.0)	(15.0, 133.0)	(16.0, 574.0)	(17.0, 1053.0)	(18.0, 1209.0)	(19.0, 1356.0)	(20.0, 1926.0)	(21.0, 3157.0)	(22.0, 6732.0)	(23.0, 15909.0)	(24.0, 34722.0)	(25.0, 68933.0)	(26.0, 124291.0)	(27.0, 216617.0)	(28.0, 349340.0)	(29.0, 541102.0)	(30.0, 789363.0)	(31.0, 1147233.0)	(32.0, 1630056.0)	(33.0, 2625295.0)	(34.0, 4874061.0)	(35.0, 12592545.0)	(36.0, 40160126.0)	(37.0, 311260.0)		
63R_S95_R2_001	(11.0, 182.0)	(12.0, 2135.0)	(13.0, 4084.0)	(14.0, 4199.0)	(15.0, 3852.0)	(16.0, 3460.0)	(17.0, 4117.0)	(18.0, 6142.0)	(19.0, 9878.0)	(20.0, 13271.0)	(21.0, 15540.0)	(22.0, 19784.0)	(23.0, 29192.0)	(24.0, 45578.0)	(25.0, 72988.0)	(26.0, 108806.0)	(27.0, 168850.0)	(28.0, 243372.0)	(29.0, 356055.0)	(30.0, 514366.0)	(31.0, 775315.0)	(32.0, 1178936.0)	(33.0, 2014092.0)	(34.0, 4054851.0)	(35.0, 11915647.0)	(36.0, 42794866.0)	(37.0, 1137455.0)
64R_S62_R1_001	(13.0, 5.0)	(14.0, 24.0)	(15.0, 95.0)	(16.0, 321.0)	(17.0, 625.0)	(18.0, 904.0)	(19.0, 1639.0)	(20.0, 3393.0)	(21.0, 6257.0)	(22.0, 10472.0)	(23.0, 19299.0)	(24.0, 35195.0)	(25.0, 65470.0)	(26.0, 110937.0)	(27.0, 186899.0)	(28.0, 291198.0)	(29.0, 443152.0)	(30.0, 632485.0)	(31.0, 912570.0)	(32.0, 1485681.0)	(33.0, 2308116.0)	(34.0, 3199245.0)	(35.0, 7131353.0)	(36.0, 32166619.0)	(37.0, 599725.0)		
64R_S62_R2_001	(11.0, 105.0)	(12.0, 1343.0)	(13.0, 2624.0)	(14.0, 2544.0)	(15.0, 2306.0)	(16.0, 2148.0)	(17.0, 3061.0)	(18.0, 5555.0)	(19.0, 9273.0)	(20.0, 11993.0)	(21.0, 14976.0)	(22.0, 20320.0)	(23.0, 34181.0)	(24.0, 57446.0)	(25.0, 90722.0)	(26.0, 131700.0)	(27.0, 189928.0)	(28.0, 258373.0)	(29.0, 355447.0)	(30.0, 484515.0)	(31.0, 682424.0)	(32.0, 967037.0)	(33.0, 1543782.0)	(34.0, 2888304.0)	(35.0, 7992487.0)	(36.0, 32909333.0)	(37.0, 949752.0)
65R_S63_R1_001	(12.0, 1.0)	(13.0, 13.0)	(14.0, 126.0)	(15.0, 652.0)	(16.0, 2504.0)	(17.0, 4946.0)	(18.0, 5304.0)	(19.0, 5112.0)	(20.0, 5313.0)	(21.0, 6614.0)	(22.0, 11031.0)	(23.0, 22948.0)	(24.0, 45203.0)	(25.0, 85231.0)	(26.0, 144479.0)	(27.0, 241621.0)	(28.0, 373693.0)	(29.0, 560645.0)	(30.0, 792890.0)	(31.0, 1138440.0)	(32.0, 1700635.0)	(33.0, 3318411.0)	(34.0, 4716038.0)	(35.0, 9619431.0)	(36.0, 33396639.0)	(37.0, 338709.0)	
65R_S63_R2_001	(11.0, 166.0)	(12.0, 1795.0)	(13.0, 3562.0)	(14.0, 3181.0)	(15.0, 2869.0)	(16.0, 3287.0)	(17.0, 5238.0)	(18.0, 8897.0)	(19.0, 13944.0)	(20.0, 17233.0)	(21.0, 20902.0)	(22.0, 25355.0)	(23.0, 35086.0)	(24.0, 51201.0)	(25.0, 77517.0)	(26.0, 112683.0)	(27.0, 168669.0)	(28.0, 239659.0)	(29.0, 340881.0)	(30.0, 478232.0)	(31.0, 698003.0)	(32.0, 1021252.0)	(33.0, 1678950.0)	(34.0, 3251692.0)	(35.0, 8563960.0)	(36.0, 38261309.0)	(37.0, 1451106.0)
66R_S64_R1_001	(13.0, 5.0)	(14.0, 85.0)	(15.0, 828.0)	(16.0, 3921.0)	(17.0, 8609.0)	(18.0, 9935.0)	(19.0, 10114.0)	(20.0, 12083.0)	(21.0, 14802.0)	(22.0, 20585.0)	(23.0, 37745.0)	(24.0, 68335.0)	(25.0, 119810.0)	(26.0, 193963.0)	(27.0, 315359.0)	(28.0, 480543.0)	(29.0, 719998.0)	(30.0, 1028965.0)	(31.0, 1486996.0)	(32.0, 2188107.0)	(33.0, 4417697.0)	(34.0, 7889683.0)	(35.0, 11822711.0)	(36.0, 35924238.0)	(37.0, 402103.0)		
66R_S64_R2_001	(11.0, 251.0)	(12.0, 3417.0)	(13.0, 6530.0)	(14.0, 6141.0)	(15.0, 5984.0)	(16.0, 7666.0)	(17.0, 11591.0)	(18.0, 18658.0)	(19.0, 26185.0)	(20.0, 35521.0)	(21.0, 49422.0)	(22.0, 58106.0)	(23.0, 70399.0)	(24.0, 87193.0)	(25.0, 115114.0)	(26.0, 155377.0)	(27.0, 230591.0)	(28.0, 310849.0)	(29.0, 425575.0)	(30.0, 585588.0)	(31.0, 868864.0)	(32.0, 1338821.0)	(33.0, 2354993.0)	(34.0, 4921375.0)	(35.0, 11613307.0)	(36.0, 42122733.0)	(37.0, 1746969.0)
67R_S65_R1_001	(13.0, 10.0)	(14.0, 111.0)	(15.0, 595.0)	(16.0, 2282.0)	(17.0, 4173.0)	(18.0, 4167.0)	(19.0, 3976.0)	(20.0, 4252.0)	(21.0, 5501.0)	(22.0, 8932.0)	(23.0, 20156.0)	(24.0, 41851.0)	(25.0, 79024.0)	(26.0, 133639.0)	(27.0, 221790.0)	(28.0, 341090.0)	(29.0, 506144.0)	(30.0, 705949.0)	(31.0, 990325.0)	(32.0, 1448743.0)	(33.0, 2719079.0)	(34.0, 3516458.0)	(35.0, 6856949.0)	(36.0, 40053670.0)	(37.0, 1768353.0)		
67R_S65_R2_001	(11.0, 126.0)	(12.0, 1874.0)	(13.0, 3663.0)	(14.0, 3748.0)	(15.0, 3810.0)	(16.0, 4348.0)	(17.0, 6634.0)	(18.0, 11599.0)	(19.0, 18099.0)	(20.0, 22781.0)	(21.0, 29047.0)	(22.0, 40811.0)	(23.0, 69134.0)	(24.0, 114534.0)	(25.0, 174832.0)	(26.0, 238047.0)	(27.0, 328088.0)	(28.0, 428011.0)	(29.0, 565682.0)	(30.0, 739424.0)	(31.0, 998837.0)	(32.0, 1359237.0)	(33.0, 2076228.0)	(34.0, 3702426.0)	(35.0, 9547491.0)	(36.0, 37725148.0)	(37.0, 1223560.0)
68R_S66_R1_001	(13.0, 2.0)	(14.0, 47.0)	(15.0, 233.0)	(16.0, 941.0)	(17.0, 2000.0)	(18.0, 2254.0)	(19.0, 2555.0)	(20.0, 3215.0)	(21.0, 4704.0)	(22.0, 9201.0)	(23.0, 21527.0)	(24.0, 44977.0)	(25.0, 83662.0)	(26.0, 138437.0)	(27.0, 229120.0)	(28.0, 355917.0)	(29.0, 541568.0)	(30.0, 787507.0)	(31.0, 1190425.0)	(32.0, 2269243.0)	(33.0, 2834637.0)	(34.0, 4138192.0)	(35.0, 9012167.0)	(36.0, 36093266.0)	(37.0, 393519.0)		
68R_S66_R2_001	(11.0, 99.0)	(12.0, 1190.0)	(13.0, 2495.0)	(14.0, 3067.0)	(15.0, 3213.0)	(16.0, 3742.0)	(17.0, 5304.0)	(18.0, 11523.0)	(19.0, 19557.0)	(20.0, 23282.0)	(21.0, 29035.0)	(22.0, 38680.0)	(23.0, 60158.0)	(24.0, 92242.0)	(25.0, 135140.0)	(26.0, 183718.0)	(27.0, 257399.0)	(28.0, 345422.0)	(29.0, 474620.0)	(30.0, 648219.0)	(31.0, 923384.0)	(32.0, 1339011.0)	(33.0, 2210519.0)	(34.0, 4279101.0)	(35.0, 11301268.0)	(36.0, 34964141.0)	(37.0, 803787.0)
69R_S67_R1_001	(13.0, 22.0)	(14.0, 113.0)	(15.0, 334.0)	(16.0, 950.0)	(17.0, 1782.0)	(18.0, 2313.0)	(19.0, 3124.0)	(20.0, 4661.0)	(21.0, 7463.0)	(22.0, 12010.0)	(23.0, 21003.0)	(24.0, 38096.0)	(25.0, 69561.0)	(26.0, 120585.0)	(27.0, 208830.0)	(28.0, 330875.0)	(29.0, 506412.0)	(30.0, 727755.0)	(31.0, 1036045.0)	(32.0, 1462734.0)	(33.0, 2431970.0)	(34.0, 3827503.0)	(35.0, 8672062.0)	(36.0, 38526267.0)	(37.0, 565608.0)		
69R_S67_R2_001	(11.0, 95.0)	(12.0, 1548.0)	(13.0, 3379.0)	(14.0, 3456.0)	(15.0, 2987.0)	(16.0, 2965.0)	(17.0, 3747.0)	(18.0, 6474.0)	(19.0, 10708.0)	(20.0, 13573.0)	(21.0, 16023.0)	(22.0, 20439.0)	(23.0, 32249.0)	(24.0, 53023.0)	(25.0, 84899.0)	(26.0, 127623.0)	(27.0, 188675.0)	(28.0, 266555.0)	(29.0, 379718.0)	(30.0, 529790.0)	(31.0, 761001.0)	(32.0, 1088934.0)	(33.0, 1745301.0)	(34.0, 3228048.0)	(35.0, 8737816.0)	(36.0, 39549463.0)	(37.0, 1719589.0)
6R_S5_R1_001	(13.0, 2.0)	(14.0, 43.0)	(15.0, 174.0)	(16.0, 609.0)	(17.0, 1077.0)	(18.0, 1035.0)	(19.0, 1230.0)	(20.0, 2271.0)	(21.0, 4291.0)	(22.0, 9561.0)	(23.0, 24608.0)	(24.0, 54312.0)	(25.0, 107710.0)	(26.0, 187355.0)	(27.0, 312988.0)	(28.0, 485024.0)	(29.0, 726245.0)	(30.0, 1011654.0)	(31.0, 1399519.0)	(32.0, 1908631.0)	(33.0, 3128534.0)	(34.0, 5409954.0)	(35.0, 10410445.0)	(36.0, 59367100.0)	(37.0, 2396087.0)		
6R_S5_R2_001	(11.0, 300.0)	(12.0, 3718.0)	(13.0, 7401.0)	(14.0, 7961.0)	(15.0, 7306.0)	(16.0, 6910.0)	(17.0, 7949.0)	(18.0, 11927.0)	(19.0, 18499.0)	(20.0, 24807.0)	(21.0, 34099.0)	(22.0, 49445.0)	(23.0, 84392.0)	(24.0, 142968.0)	(25.0, 219951.0)	(26.0, 303539.0)	(27.0, 428386.0)	(28.0, 554726.0)	(29.0, 737497.0)	(30.0, 967595.0)	(31.0, 1314418.0)	(32.0, 1797407.0)	(33.0, 2778728.0)	(34.0, 5106809.0)	(35.0, 13688720.0)	(36.0, 57289543.0)	(37.0, 1355458.0)
70R_S68_R1_001	(13.0, 10.0)	(14.0, 105.0)	(15.0, 365.0)	(16.0, 1410.0)	(17.0, 2712.0)	(18.0, 2809.0)	(19.0, 3637.0)	(20.0, 6040.0)	(21.0, 10345.0)	(22.0, 16656.0)	(23.0, 29373.0)	(24.0, 51921.0)	(25.0, 93482.0)	(26.0, 157368.0)	(27.0, 263091.0)	(28.0, 398990.0)	(29.0, 589591.0)	(30.0, 808091.0)	(31.0, 1108598.0)	(32.0, 1488999.0)	(33.0, 2385043.0)	(34.0, 4244850.0)	(35.0, 7458271.0)	(36.0, 43585501.0)	(37.0, 1884639.0)		
70R_S68_R2_001	(11.0, 210.0)	(12.0, 2297.0)	(13.0, 4039.0)	(14.0, 4126.0)	(15.0, 3834.0)	(16.0, 4125.0)	(17.0, 5490.0)	(18.0, 8506.0)	(19.0, 12344.0)	(20.0, 16137.0)	(21.0, 20863.0)	(22.0, 30294.0)	(23.0, 54325.0)	(24.0, 95853.0)	(25.0, 153558.0)	(26.0, 215020.0)	(27.0, 298743.0)	(28.0, 395347.0)	(29.0, 529950.0)	(30.0, 700883.0)	(31.0, 955319.0)	(32.0, 1308232.0)	(33.0, 2004871.0)	(34.0, 3625329.0)	(35.0, 9392660.0)	(36.0, 42557277.0)	(37.0, 2192265.0)
71R_S69_R1_001	(13.0, 7.0)	(14.0, 102.0)	(15.0, 681.0)	(16.0, 3198.0)	(17.0, 6104.0)	(18.0, 6439.0)	(19.0, 7864.0)	(20.0, 12567.0)	(21.0, 19484.0)	(22.0, 29882.0)	(23.0, 49359.0)	(24.0, 75313.0)	(25.0, 115209.0)	(26.0, 173423.0)	(27.0, 272663.0)	(28.0, 409208.0)	(29.0, 611099.0)	(30.0, 862119.0)	(31.0, 1175892.0)	(32.0, 1511868.0)	(33.0, 2190446.0)	(34.0, 4188725.0)	(35.0, 7811238.0)	(36.0, 42514114.0)	(37.0, 1739264.0)		
71R_S69_R2_001	(11.0, 120.0)	(12.0, 1811.0)	(13.0, 3887.0)	(14.0, 4113.0)	(15.0, 4168.0)	(16.0, 5203.0)	(17.0, 7674.0)	(18.0, 11852.0)	(19.0, 17710.0)	(20.0, 24113.0)	(21.0, 32178.0)	(22.0, 42143.0)	(23.0, 60301.0)	(24.0, 89863.0)	(25.0, 132649.0)	(26.0, 184507.0)	(27.0, 260577.0)	(28.0, 350502.0)	(29.0, 470567.0)	(30.0, 628136.0)	(31.0, 867655.0)	(32.0, 1219069.0)	(33.0, 1937708.0)	(34.0, 3720028.0)	(35.0, 9432223.0)	(36.0, 42458948.0)	(37.0, 1818563.0)
72R_S70_R1_001	(13.0, 4.0)	(14.0, 53.0)	(15.0, 705.0)	(16.0, 3452.0)	(17.0, 6524.0)	(18.0, 5871.0)	(19.0, 5249.0)	(20.0, 7014.0)	(21.0, 9135.0)	(22.0, 13362.0)	(23.0, 26396.0)	(24.0, 46809.0)	(25.0, 83596.0)	(26.0, 139902.0)	(27.0, 227815.0)	(28.0, 343794.0)	(29.0, 505667.0)	(30.0, 708299.0)	(31.0, 1050680.0)	(32.0, 2026082.0)	(33.0, 5122882.0)	(34.0, 4179698.0)	(35.0, 6135217.0)	(36.0, 26109974.0)	(37.0, 1294619.0)		
72R_S70_R2_001	(11.0, 101.0)	(12.0, 1294.0)	(13.0, 2508.0)	(14.0, 2882.0)	(15.0, 3406.0)	(16.0, 4686.0)	(17.0, 7375.0)	(18.0, 12030.0)	(19.0, 18918.0)	(20.0, 27214.0)	(21.0, 38088.0)	(22.0, 50265.0)	(23.0, 73782.0)	(24.0, 108394.0)	(25.0, 154575.0)	(26.0, 209324.0)	(27.0, 303912.0)	(28.0, 389829.0)	(29.0, 500112.0)	(30.0, 639886.0)	(31.0, 866547.0)	(32.0, 1188884.0)	(33.0, 1852382.0)	(34.0, 3549896.0)	(35.0, 8254649.0)	(36.0, 28244339.0)	(37.0, 1547521.0)
73R_S71_R1_001	(13.0, 11.0)	(14.0, 63.0)	(15.0, 363.0)	(16.0, 1677.0)	(17.0, 3743.0)	(18.0, 5440.0)	(19.0, 8294.0)	(20.0, 12827.0)	(21.0, 18759.0)	(22.0, 26394.0)	(23.0, 38386.0)	(24.0, 55784.0)	(25.0, 89331.0)	(26.0, 141133.0)	(27.0, 232485.0)	(28.0, 346242.0)	(29.0, 514783.0)	(30.0, 733918.0)	(31.0, 1055583.0)	(32.0, 1617177.0)	(33.0, 3222879.0)	(34.0, 3966268.0)	(35.0, 7546717.0)	(36.0, 36834105.0)	(37.0, 807869.0)		
73R_S71_R2_001	(11.0, 76.0)	(12.0, 1210.0)	(13.0, 2665.0)	(14.0, 3027.0)	(15.0, 3460.0)	(16.0, 4086.0)	(17.0, 5622.0)	(18.0, 8111.0)	(19.0, 11180.0)	(20.0, 15971.0)	(21.0, 22498.0)	(22.0, 28711.0)	(23.0, 41715.0)	(24.0, 62020.0)	(25.0, 92727.0)	(26.0, 130735.0)	(27.0, 192598.0)	(28.0, 267547.0)	(29.0, 375483.0)	(30.0, 517100.0)	(31.0, 739836.0)	(32.0, 1071667.0)	(33.0, 1756624.0)	(34.0, 3431327.0)	(35.0, 8370679.0)	(36.0, 38075484.0)	(37.0, 2048072.0)
74R_S72_R1_001	(13.0, 8.0)	(14.0, 90.0)	(15.0, 265.0)	(16.0, 781.0)	(17.0, 1937.0)	(18.0, 3362.0)	(19.0, 6067.0)	(20.0, 10536.0)	(21.0, 17639.0)	(22.0, 27053.0)	(23.0, 41036.0)	(24.0, 62705.0)	(25.0, 97682.0)	(26.0, 152145.0)	(27.0, 240412.0)	(28.0, 349447.0)	(29.0, 509656.0)	(30.0, 711358.0)	(31.0, 990442.0)	(32.0, 1366278.0)	(33.0, 2233914.0)	(34.0, 3350971.0)	(35.0, 7096930.0)	(36.0, 45663400.0)	(37.0, 1889274.0)		
74R_S72_R2_001	(11.0, 76.0)	(12.0, 1094.0)	(13.0, 2587.0)	(14.0, 3295.0)	(15.0, 3475.0)	(16.0, 3443.0)	(17.0, 4017.0)	(18.0, 5782.0)	(19.0, 9858.0)	(20.0, 15716.0)	(21.0, 25268.0)	(22.0, 41362.0)	(23.0, 74297.0)	(24.0, 121073.0)	(25.0, 176457.0)	(26.0, 236912.0)	(27.0, 320735.0)	(28.0, 418791.0)	(29.0, 554441.0)	(30.0, 726434.0)	(31.0, 986335.0)	(32.0, 1346350.0)	(33.0, 2060855.0)	(34.0, 3642466.0)	(35.0, 9632189.0)	(36.0, 43089774.0)	(37.0, 1320306.0)
75R_S73_R1_001	(12.0, 1.0)	(13.0, 7.0)	(14.0, 52.0)	(15.0, 169.0)	(16.0, 617.0)	(17.0, 1534.0)	(18.0, 2384.0)	(19.0, 5149.0)	(20.0, 12294.0)	(21.0, 28879.0)	(22.0, 52192.0)	(23.0, 77702.0)	(24.0, 98778.0)	(25.0, 125164.0)	(26.0, 164002.0)	(27.0, 242148.0)	(28.0, 356750.0)	(29.0, 530950.0)	(30.0, 749232.0)	(31.0, 989544.0)	(32.0, 1221084.0)	(33.0, 1681169.0)	(34.0, 2814519.0)	(35.0, 5874728.0)	(36.0, 40983424.0)	(37.0, 2086834.0)	
75R_S73_R2_001	(11.0, 111.0)	(12.0, 1374.0)	(13.0, 2723.0)	(14.0, 2975.0)	(15.0, 3004.0)	(16.0, 3181.0)	(17.0, 3896.0)	(18.0, 5591.0)	(19.0, 9278.0)	(20.0, 14302.0)	(21.0, 22378.0)	(22.0, 35505.0)	(23.0, 62788.0)	(24.0, 101088.0)	(25.0, 148530.0)	(26.0, 198059.0)	(27.0, 268493.0)	(28.0, 351200.0)	(29.0, 465847.0)	(30.0, 611330.0)	(31.0, 832209.0)	(32.0, 1144995.0)	(33.0, 1767568.0)	(34.0, 3194057.0)	(35.0, 8570225.0)	(36.0, 39115010.0)	(37.0, 1163589.0)
76R_S74_R1_001	(14.0, 17.0)	(15.0, 129.0)	(16.0, 713.0)	(17.0, 1692.0)	(18.0, 3278.0)	(19.0, 7721.0)	(20.0, 18096.0)	(21.0, 39998.0)	(22.0, 66432.0)	(23.0, 89837.0)	(24.0, 108730.0)	(25.0, 141610.0)	(26.0, 202215.0)	(27.0, 319916.0)	(28.0, 485309.0)	(29.0, 741196.0)	(30.0, 1066040.0)	(31.0, 1487798.0)	(32.0, 2031606.0)	(33.0, 3316291.0)	(34.0, 6066956.0)	(35.0, 15395367.0)	(36.0, 31985399.0)	(37.0, 156487.0)			
76R_S74_R2_001	(11.0, 124.0)	(12.0, 1484.0)	(13.0, 2870.0)	(14.0, 3379.0)	(15.0, 3537.0)	(16.0, 3763.0)	(17.0, 4636.0)	(18.0, 6676.0)	(19.0, 9828.0)	(20.0, 12849.0)	(21.0, 17142.0)	(22.0, 22917.0)	(23.0, 33944.0)	(24.0, 49442.0)	(25.0, 71827.0)	(26.0, 100976.0)	(27.0, 148179.0)	(28.0, 207891.0)	(29.0, 298395.0)	(30.0, 430247.0)	(31.0, 649481.0)	(32.0, 1000386.0)	(33.0, 1738827.0)	(34.0, 3555251.0)	(35.0, 10544347.0)	(36.0, 43038332.0)	(37.0, 1776103.0)
77R_S75_R1_001	(13.0, 5.0)	(14.0, 102.0)	(15.0, 373.0)	(16.0, 1314.0)	(17.0, 2708.0)	(18.0, 2987.0)	(19.0, 3140.0)	(20.0, 4326.0)	(21.0, 8730.0)	(22.0, 16237.0)	(23.0, 25000.0)	(24.0, 39449.0)	(25.0, 66498.0)	(26.0, 113673.0)	(27.0, 196182.0)	(28.0, 314600.0)	(29.0, 480067.0)	(30.0, 682025.0)	(31.0, 953160.0)	(32.0, 1284226.0)	(33.0, 1879402.0)	(34.0, 3228276.0)	(35.0, 7310937.0)	(36.0, 47379874.0)	(37.0, 1806952.0)		
77R_S75_R2_001	(11.0, 133.0)	(12.0, 1749.0)	(13.0, 3527.0)	(14.0, 3932.0)	(15.0, 3529.0)	(16.0, 3599.0)	(17.0, 4726.0)	(18.0, 8200.0)	(19.0, 13603.0)	(20.0, 17988.0)	(21.0, 22696.0)	(22.0, 31887.0)	(23.0, 55594.0)	(24.0, 96956.0)	(25.0, 155715.0)	(26.0, 222990.0)	(27.0, 317599.0)	(28.0, 427796.0)	(29.0, 575790.0)	(30.0, 759339.0)	(31.0, 1031981.0)	(32.0, 1409983.0)	(33.0, 2154625.0)	(34.0, 3827617.0)	(35.0, 10063991.0)	(36.0, 42627692.0)	(37.0, 1957006.0)
78R_S76_R1_001	(13.0, 6.0)	(14.0, 66.0)	(15.0, 220.0)	(16.0, 899.0)	(17.0, 1717.0)	(18.0, 1724.0)	(19.0, 1620.0)	(20.0, 1852.0)	(21.0, 2747.0)	(22.0, 5523.0)	(23.0, 13079.0)	(24.0, 28938.0)	(25.0, 59338.0)	(26.0, 108799.0)	(27.0, 188998.0)	(28.0, 300912.0)	(29.0, 454669.0)	(30.0, 637932.0)	(31.0, 881353.0)	(32.0, 1181322.0)	(33.0, 1824665.0)	(34.0, 2988015.0)	(35.0, 5924473.0)	(36.0, 43031922.0)	(37.0, 2137156.0)		
78R_S76_R2_001	(11.0, 131.0)	(12.0, 1716.0)	(13.0, 3149.0)	(14.0, 3058.0)	(15.0, 2792.0)	(16.0, 2814.0)	(17.0, 3773.0)	(18.0, 5964.0)	(19.0, 9538.0)	(20.0, 13239.0)	(21.0, 17010.0)	(22.0, 25115.0)	(23.0, 46801.0)	(24.0, 84354.0)	(25.0, 137399.0)	(26.0, 194164.0)	(27.0, 269684.0)	(28.0, 358915.0)	(29.0, 481440.0)	(30.0, 633944.0)	(31.0, 862110.0)	(32.0, 1174042.0)	(33.0, 1783172.0)	(34.0, 3152130.0)	(35.0, 8536584.0)	(36.0, 39723326.0)	(37.0, 2251581.0)
79R_S77_R1_001	(13.0, 1.0)	(14.0, 25.0)	(15.0, 120.0)	(16.0, 476.0)	(17.0, 949.0)	(18.0, 1153.0)	(19.0, 1616.0)	(20.0, 2558.0)	(21.0, 4651.0)	(22.0, 8705.0)	(23.0, 18753.0)	(24.0, 38031.0)	(25.0, 73074.0)	(26.0, 126799.0)	(27.0, 215837.0)	(28.0, 334922.0)	(29.0, 506489.0)	(30.0, 724585.0)	(31.0, 1161988.0)	(32.0, 2171121.0)	(33.0, 2252317.0)	(34.0, 3363218.0)	(35.0, 6327312.0)	(36.0, 38930007.0)	(37.0, 1511268.0)		
79R_S77_R2_001	(11.0, 174.0)	(12.0, 1858.0)	(13.0, 3535.0)	(14.0, 3406.0)	(15.0, 3050.0)	(16.0, 2876.0)	(17.0, 3866.0)	(18.0, 8155.0)	(19.0, 14191.0)	(20.0, 18810.0)	(21.0, 23925.0)	(22.0, 34655.0)	(23.0, 62627.0)	(24.0, 110143.0)	(25.0, 173724.0)	(26.0, 240163.0)	(27.0, 326656.0)	(28.0, 428571.0)	(29.0, 564055.0)	(30.0, 732473.0)	(31.0, 983996.0)	(32.0, 1337133.0)	(33.0, 2057013.0)	(34.0, 3753847.0)	(35.0, 9967021.0)	(36.0, 35516002.0)	(37.0, 1404050.0)
7R_S6_R1_001	(13.0, 6.0)	(14.0, 23.0)	(15.0, 105.0)	(16.0, 425.0)	(17.0, 736.0)	(18.0, 756.0)	(19.0, 1198.0)	(20.0, 2010.0)	(21.0, 3620.0)	(22.0, 8138.0)	(23.0, 20037.0)	(24.0, 44311.0)	(25.0, 90134.0)	(26.0, 161096.0)	(27.0, 276850.0)	(28.0, 436022.0)	(29.0, 659985.0)	(30.0, 938655.0)	(31.0, 1363267.0)	(32.0, 2262218.0)	(33.0, 3856438.0)	(34.0, 5087725.0)	(35.0, 10449573.0)	(36.0, 48782356.0)	(37.0, 1120187.0)		
7R_S6_R2_001	(11.0, 167.0)	(12.0, 2489.0)	(13.0, 5798.0)	(14.0, 6685.0)	(15.0, 6645.0)	(16.0, 6040.0)	(17.0, 6661.0)	(18.0, 9847.0)	(19.0, 15420.0)	(20.0, 20287.0)	(21.0, 27040.0)	(22.0, 35955.0)	(23.0, 56135.0)	(24.0, 89490.0)	(25.0, 137966.0)	(26.0, 194278.0)	(27.0, 276935.0)	(28.0, 376285.0)	(29.0, 518229.0)	(30.0, 705869.0)	(31.0, 999327.0)	(32.0, 1425481.0)	(33.0, 2298271.0)	(34.0, 4389160.0)	(35.0, 12362090.0)	(36.0, 50251592.0)	(37.0, 1341729.0)
80R_S78_R1_001	(13.0, 9.0)	(14.0, 42.0)	(15.0, 225.0)	(16.0, 934.0)	(17.0, 1767.0)	(18.0, 1793.0)	(19.0, 2111.0)	(20.0, 3449.0)	(21.0, 6881.0)	(22.0, 13454.0)	(23.0, 26560.0)	(24.0, 47962.0)	(25.0, 83422.0)	(26.0, 137936.0)	(27.0, 230643.0)	(28.0, 357543.0)	(29.0, 528026.0)	(30.0, 724626.0)	(31.0, 983509.0)	(32.0, 1291551.0)	(33.0, 1894412.0)	(34.0, 3102836.0)	(35.0, 6343794.0)	(36.0, 42918894.0)	(37.0, 1797361.0)		
80R_S78_R2_001	(11.0, 101.0)	(12.0, 1513.0)	(13.0, 3295.0)	(14.0, 3524.0)	(15.0, 3353.0)	(16.0, 3210.0)	(17.0, 4040.0)	(18.0, 6437.0)	(19.0, 9841.0)	(20.0, 13929.0)	(21.0, 18612.0)	(22.0, 28281.0)	(23.0, 51649.0)	(24.0, 90393.0)	(25.0, 139821.0)	(26.0, 193485.0)	(27.0, 266822.0)	(28.0, 353814.0)	(29.0, 474603.0)	(30.0, 627814.0)	(31.0, 857741.0)	(32.0, 1178809.0)	(33.0, 1810203.0)	(34.0, 3241849.0)	(35.0, 8951729.0)	(36.0, 40794037.0)	(37.0, 1370835.0)
81R_S79_R1_001	(13.0, 28.0)	(14.0, 247.0)	(15.0, 495.0)	(16.0, 1433.0)	(17.0, 2719.0)	(18.0, 2748.0)	(19.0, 2337.0)	(20.0, 2536.0)	(21.0, 3509.0)	(22.0, 6758.0)	(23.0, 15592.0)	(24.0, 34380.0)	(25.0, 70530.0)	(26.0, 129103.0)	(27.0, 222110.0)	(28.0, 344101.0)	(29.0, 510540.0)	(30.0, 704357.0)	(31.0, 971814.0)	(32.0, 1307107.0)	(33.0, 2020760.0)	(34.0, 3716560.0)	(35.0, 7601965.0)	(36.0, 41887692.0)	(37.0, 1624885.0)		
81R_S79_R2_001	(11.0, 103.0)	(12.0, 1504.0)	(13.0, 3165.0)	(14.0, 3818.0)	(15.0, 3817.0)	(16.0, 4073.0)	(17.0, 5325.0)	(18.0, 8848.0)	(19.0, 14123.0)	(20.0, 18019.0)	(21.0, 22239.0)	(22.0, 31748.0)	(23.0, 56516.0)	(24.0, 96370.0)	(25.0, 148785.0)	(26.0, 205159.0)	(27.0, 284035.0)	(28.0, 377152.0)	(29.0, 509885.0)	(30.0, 676371.0)	(31.0, 932114.0)	(32.0, 1287870.0)	(33.0, 1990211.0)	(34.0, 3572084.0)	(35.0, 9376309.0)	(36.0, 39725952.0)	(37.0, 1828711.0)
