Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
18R_S18_R2 - polya	(1, 9.539481529178889e-05)	(2, 0.00019078963058357778)	(3, 0.00047697407645894445)	(4, 0.0005723688917507333)	(5, 0.0008585533376261)	(6, 0.0012401325987932556)	(7, 0.0014309222293768333)	(8, 0.0017171066752522)	(9, 0.0022894755670029333)	(10, 0.0047697407645894445)	(15, 0.009234218120245165)	(20, 0.013431589993083876)	(25, 0.016789487491354844)	(30, 0.021330280699243996)	(35, 0.02911449762705397)	(40, 0.04407240466480646)	(45, 0.06923755693878038)	(50, 0.10743364098161265)	(55, 0.1646132932675109)	(60, 0.2271541341728077)	(65, 0.289828527819513)	(70, 0.342085807636355)	(75, 0.3691588562161646)	(80, 0.38757005556747987)	(85, 0.4027569101619327)	(90, 0.4107319167203262)	(95, 0.41559705230020755)	(100, 0.422026662850874)	(105, 0.4287615368104743)	(110, 0.4364885168491092)	(115, 0.44669576208533074)	(120, 0.45461353175454916)	(125, 0.4609286685268656)	(130, 0.46745367389282394)	(135, 0.47262407288163893)	(140, 0.4755431542295676)
18R_S18_R2 - polyg	(1, 0.08099019818272876)	(2, 0.26777324652405143)	(3, 0.31642460232286374)	(4, 0.3254871097755837)	(5, 0.4027569101619327)	(6, 0.41525363096515705)	(7, 0.44043786220218933)	(8, 0.48470105649757933)	(9, 0.5313491211752641)	(10, 0.6324867043476188)	(15, 0.7534282511745486)	(20, 0.7979967088788724)	(25, 0.821921728554053)	(30, 0.8611289976389782)	(35, 0.9181941761465264)	(40, 0.9270277360425462)	(45, 0.9357086642340988)	(50, 0.9457823567289119)	(55, 0.9586606567933034)	(60, 0.9671317163912141)	(65, 0.975068565023491)	(70, 0.9840929145500944)	(75, 0.994910686604183)	(80, 1.0056330638429802)	(85, 1.0158975459683766)	(90, 1.031332427082588)	(95, 1.051956786148673)	(100, 1.0873482626219266)	(105, 1.1581121366053755)	(110, 1.3002122534640244)	(115, 1.6031289499415706)	(120, 1.7963606877966183)	(125, 2.001764804082898)	(130, 2.2405952636474207)	(135, 2.5307481338389257)	(140, 2.806133886623262)
19R_S19_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00032114131052630567)	(3, 0.00032114131052630567)	(4, 0.00032114131052630567)	(5, 0.00032114131052630567)	(6, 0.00032114131052630567)	(7, 0.00032114131052630567)	(8, 0.00032114131052630567)	(9, 0.00032114131052630567)	(10, 0.00032114131052630567)	(15, 0.0003725239202105145)	(20, 0.00046244348715788016)	(25, 0.0008991956694736559)	(30, 0.0019396935155788862)	(35, 0.0046244348715788015)	(40, 0.008773580603578671)	(45, 0.013128256774315372)	(50, 0.017868302517683645)	(55, 0.021336628671367746)	(60, 0.024265437423367654)	(65, 0.02596106354294655)	(70, 0.027014407041472826)	(75, 0.028003522277893857)	(80, 0.029673457092630647)	(85, 0.0320499027905253)	(90, 0.03531269850547257)	(95, 0.03833142682441983)	(100, 0.04293017039115654)	(105, 0.048389572670103735)	(110, 0.05410588799747198)	(115, 0.061016848999998076)	(120, 0.06651478823620842)	(125, 0.07375973620168189)	(130, 0.07963019935810275)	(135, 0.09274561047999708)	(140, 0.10983032819999654)
19R_S19_R1 - polya	(1, 6.422826210526113e-05)	(2, 0.00032114131052630567)	(3, 0.0005780543589473502)	(4, 0.0008349674073683947)	(5, 0.001027652193684178)	(6, 0.0012203369799999614)	(7, 0.0012845652421052227)	(8, 0.0014130217663157448)	(9, 0.001477250028421006)	(10, 0.0018883109058946772)	(15, 0.0028645804898946464)	(20, 0.003815158769052511)	(25, 0.0049841131393682635)	(30, 0.006063147942736651)	(35, 0.007052263179157673)	(40, 0.008555204512420783)	(45, 0.009993917583578631)	(50, 0.011895074141894363)	(55, 0.015209252466525835)	(60, 0.021208172147157225)	(65, 0.02788791140610438)	(70, 0.03488879197557784)	(75, 0.039860059462525056)	(80, 0.04433034650505123)	(85, 0.04967413791220896)	(90, 0.05509500323389299)	(95, 0.05978366636757706)	(100, 0.06484485342147163)	(105, 0.06984181221326095)	(110, 0.07333582967178716)	(115, 0.07775473410462913)	(120, 0.08243055158589213)	(125, 0.08810832995599722)	(130, 0.09364480614947072)	(135, 0.10106959324883893)	(140, 0.10462783896947038)
19R_S19_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.03198567452842004)	(4, 0.04001420729157768)	(5, 0.3691198223189357)	(6, 0.37811177901367227)	(7, 0.3935265619189349)	(8, 0.4132446383852501)	(9, 0.42673257342735493)	(10, 0.4666953981092484)	(15, 0.55339070629893)	(20, 0.5854277634370341)	(25, 0.6044007920629284)	(30, 0.6189806075608226)	(35, 0.6249024533269276)	(40, 0.6271632881530328)	(45, 0.6286790751387169)	(50, 0.6299893316856643)	(55, 0.6309656012696643)	(60, 0.63189048824398)	(65, 0.632853912175559)	(70, 0.6339457926313484)	(75, 0.6354872709218747)	(80, 0.6375811122665063)	(85, 0.6399960949216641)	(90, 0.6420128623517691)	(95, 0.6449802080610322)	(100, 0.6504524559924005)	(105, 0.6639275453820843)	(110, 0.6894133197854518)	(115, 0.7302753401368192)	(120, 0.786590680350712)	(125, 0.8531568511966047)	(130, 0.9218168633871289)	(135, 0.9813436167062848)	(140, 1.0060714976168104)
19R_S19_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00012845652421052226)	(3, 0.00012845652421052226)	(4, 0.00012845652421052226)	(5, 0.00012845652421052226)	(6, 0.00012845652421052226)	(7, 0.00012845652421052226)	(8, 0.00012845652421052226)	(9, 0.00012845652421052226)	(10, 0.00012845652421052226)	(15, 0.00017983913389473116)	(20, 0.0001926847863157834)	(25, 0.00048813479199998457)	(30, 0.002055304387368356)	(35, 0.0037637761593683023)	(40, 0.005279563145052464)	(45, 0.0065512827347366355)	(50, 0.0077459284098944925)	(55, 0.009261715395578653)	(60, 0.0106747371618944)	(65, 0.011740926312841736)	(70, 0.012755732854104862)	(75, 0.01326955895094695)	(80, 0.014566969845473223)	(85, 0.017393013378104717)	(90, 0.02116963518989407)	(95, 0.024663652648420274)	(100, 0.029442235349051705)	(105, 0.03550538329178835)	(110, 0.04296870734841969)	(115, 0.04957137269284054)	(120, 0.055981353250945595)	(125, 0.06426679906252428)	(130, 0.0724880166119977)	(135, 0.09672776273052328)	(140, 0.131346796005259)
19R_S19_R2 - polya	(1, 0.0)	(2, 0.0001926847863157834)	(3, 0.0003853695726315668)	(4, 0.000513826096842089)	(5, 0.0007065108831578724)	(6, 0.001027652193684178)	(7, 0.0012845652421052227)	(8, 0.0014130217663157448)	(9, 0.0016057065526315281)	(10, 0.0026333587463157064)	(15, 0.004701508786105115)	(20, 0.006705430563789262)	(25, 0.008272600159157633)	(30, 0.010083837150525998)	(35, 0.01366777417599957)	(40, 0.018677578620209932)	(45, 0.0274254679189465)	(50, 0.041401537753051325)	(55, 0.06153067509684016)	(60, 0.08528228642336573)	(65, 0.10867421948210183)	(70, 0.12940710248968013)	(75, 0.13830913961746932)	(80, 0.1461706788991533)	(85, 0.1523237464088373)	(90, 0.15684541606104768)	(95, 0.16037797047683705)	(100, 0.16370499445388956)	(105, 0.16870195324567888)	(110, 0.17299240115431033)	(115, 0.17608820338778391)	(120, 0.18023734911978379)	(125, 0.18406535354125736)	(130, 0.18750798839009933)	(135, 0.19073224714778347)	(140, 0.19229941674315182)
19R_S19_R2 - polyg	(1, 0.13378746996525892)	(2, 0.24946257001683422)	(3, 0.28029213582735957)	(4, 0.28581576636841205)	(5, 0.3270503106399897)	(6, 0.33552844123788417)	(7, 0.35287007200630466)	(8, 0.3741296267631461)	(9, 0.39269159451156654)	(10, 0.43599428882293356)	(15, 0.49035708986882665)	(20, 0.5178853230071414)	(25, 0.5348158928980884)	(30, 0.5556001585153509)	(35, 0.5831027003488237)	(40, 0.5893713787302972)	(45, 0.5954602179778758)	(50, 0.6034887507410336)	(55, 0.6108493095782965)	(60, 0.6161031814185068)	(65, 0.6223847054524014)	(70, 0.6292057468879801)	(75, 0.6388399862037694)	(80, 0.6493220385793479)	(85, 0.6607032866244001)	(90, 0.6794450935067153)	(95, 0.6983795851753464)	(100, 0.7230817747810299)	(105, 0.7684783104370284)	(110, 0.8499839750486048)	(115, 1.0314416611483885)	(120, 1.1335774435481747)	(125, 1.238166745560382)	(130, 1.3617933044605883)	(135, 1.5021834397702685)	(140, 1.6327466509778432)
1R_S1_R1 - nextera_transposase_sequence	(1, 0.00024815414673851007)	(2, 0.003267362932057049)	(3, 0.0033500809809698857)	(4, 0.0033500809809698857)	(5, 0.003598235127708396)	(6, 0.003639594152164814)	(7, 0.003639594152164814)	(8, 0.003639594152164814)	(9, 0.003763671225534069)	(10, 0.003771943030425352)	(15, 0.003978738152707445)	(20, 0.0041359024456418345)	(25, 0.00550075025270364)	(30, 0.012449066361381923)	(35, 0.03776078932870995)	(40, 0.09119664892640245)	(45, 0.1239447244909945)	(50, 0.14366470735181475)	(55, 0.15564228083439352)	(60, 0.16519621548382615)	(65, 0.17143315637185402)	(70, 0.1765534035995586)	(75, 0.18112771170443848)	(80, 0.18709995483594527)	(85, 0.19458593826255702)	(90, 0.2021711833478641)	(95, 0.20912777126143373)	(100, 0.2197156815222768)	(105, 0.23163535237061658)	(110, 0.24239697053417658)	(115, 0.25243894167219494)	(120, 0.2615792860770635)	(125, 0.271919042191168)	(130, 0.2807036989857113)	(135, 0.29867005920957945)	(140, 0.31767866684974927)
1R_S1_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.15732972903221537)	(4, 0.18537114761366702)	(5, 0.41069511285223415)	(6, 0.42335097433589813)	(7, 0.4410939958277016)	(8, 0.4773658602759805)	(9, 0.49597742128136874)	(10, 0.557312854550237)	(15, 0.6664096892613774)	(20, 0.6992073956553172)	(25, 0.7229722911079752)	(30, 0.7538840259867022)	(35, 0.7583921596524518)	(40, 0.7607827112660328)	(45, 0.7625032466834198)	(50, 0.7644471208328715)	(55, 0.765629988932325)	(60, 0.7666639645437356)	(65, 0.7676648529355807)	(70, 0.7706675181111169)	(75, 0.7741416761654559)	(80, 0.7777316394882731)	(85, 0.7824713836909786)	(90, 0.7853913308176018)	(95, 0.792720149951279)	(100, 0.8191899256033868)	(105, 0.8685146981701113)	(110, 1.0016080388708655)	(115, 1.193555271373103)	(120, 1.3667585939916918)	(125, 1.5535442202417682)	(130, 1.7158949348429928)	(135, 1.8547289081382978)	(140, 1.9250557933239918)
1R_S1_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0002895131711949284)	(3, 0.0002895131711949284)	(4, 0.0002895131711949284)	(5, 0.0002895131711949284)	(6, 0.0002895131711949284)	(7, 0.0002895131711949284)	(8, 0.0002895131711949284)	(9, 0.0002895131711949284)	(10, 0.0002895131711949284)	(15, 0.0002895131711949284)	(20, 0.00029778497608621207)	(25, 0.00148892488043106)	(30, 0.007279188304329628)	(35, 0.015774331927677954)	(40, 0.025907292919500446)	(45, 0.03270671654013562)	(50, 0.03766979947490583)	(55, 0.04085444435805004)	(60, 0.043617227191738786)	(65, 0.04571826563412483)	(70, 0.047455344661294405)	(75, 0.04953983949389788)	(80, 0.05245978662052102)	(85, 0.056240001455837664)	(90, 0.06078949414604368)	(95, 0.06545479210472767)	(100, 0.07195643074927663)	(105, 0.07971538373730071)	(110, 0.08724272618836885)	(115, 0.09503476639595806)	(120, 0.10313286338452479)	(125, 0.11232283861874093)	(130, 0.11989981189915677)	(135, 0.13317605874966704)	(140, 0.14475658559746418)
1R_S1_R2 - polya	(1, 0.00016543609782567338)	(2, 0.00037223122010776507)	(3, 0.0006203853668462751)	(4, 0.0008271804891283669)	(5, 0.0016130019538003154)	(6, 0.0021506692717337536)	(7, 0.002771054638580029)	(8, 0.0029778497608621206)	(9, 0.0038050302499904876)	(10, 0.006518182254331531)	(15, 0.011630157677144839)	(20, 0.0177264778820209)	(25, 0.02345883867168048)	(30, 0.029745410389056072)	(35, 0.04127630640750551)	(40, 0.06470205785962085)	(45, 0.11161973520298182)	(50, 0.19263379230821406)	(55, 0.3142045087954101)	(60, 0.43031583405435897)	(65, 0.528493886309005)	(70, 0.5936343498278637)	(75, 0.6303198045207068)	(80, 0.6507759780168513)	(85, 0.6652020057472501)	(90, 0.6750289099580951)	(95, 0.6813981997243835)	(100, 0.6889586293950167)	(105, 0.6984794768248841)	(110, 0.7108623687471359)	(115, 0.7239566358900379)	(120, 0.7344618281019681)	(125, 0.7427005457736867)	(130, 0.7502361600296461)	(135, 0.7562497621856095)	(140, 0.7589380987752765)
1R_S1_R2 - polyg	(1, 0.3172237175807287)	(2, 0.691357452813489)	(3, 0.8072454393403732)	(4, 0.8287934910821672)	(5, 0.923092066842801)	(6, 0.9390566502829785)	(7, 0.9622177039785728)	(8, 0.9991513128181543)	(9, 1.02818534798656)	(10, 1.095484752582044)	(15, 1.1678051427465372)	(20, 1.2083038994942616)	(25, 1.2382974640300564)	(30, 1.2800618069261476)	(35, 1.3359213053569863)	(40, 1.3501405379651028)	(45, 1.363764200621047)	(50, 1.37886024454764)	(55, 1.3971161179427027)	(60, 1.4124189569915775)	(65, 1.4301040758491421)	(70, 1.44922848875779)	(75, 1.4770631122169593)	(80, 1.5023169325500487)	(85, 1.534088935137469)	(90, 1.5796996673080073)	(95, 1.628478500751907)	(100, 1.7047776290691075)	(105, 1.8377965235258404)	(110, 2.015168835809636)	(115, 2.342393165503927)	(120, 2.69908166422097)	(125, 3.098758732958014)	(130, 3.5644034457030456)	(135, 3.9878040508682915)	(140, 4.218579135530215)
20R_S20_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0012246589795764564)	(3, 0.0012246589795764564)	(4, 0.0012246589795764564)	(5, 0.0012246589795764564)	(6, 0.0012246589795764564)	(7, 0.0012246589795764564)	(8, 0.0012246589795764564)	(9, 0.0012246589795764564)	(10, 0.0012246589795764564)	(15, 0.0012246589795764564)	(20, 0.0012623407943326548)	(25, 0.0017898862009194361)	(30, 0.004371090511719045)	(35, 0.010833521742407115)	(40, 0.023211997889818373)	(45, 0.03432813324289698)	(50, 0.04384279146883714)	(55, 0.050003768181475616)	(60, 0.055279222247343426)	(65, 0.057898108372899236)	(70, 0.060573517220589346)	(75, 0.06437938051096541)	(80, 0.0702012208907981)	(85, 0.07705931117642627)	(90, 0.08442610596126308)	(95, 0.09207551435677143)	(100, 0.10179742256387067)	(105, 0.11432662597030674)	(110, 0.1264978521365589)	(115, 0.1384053055995177)	(120, 0.1486547592132037)	(125, 0.1603549626950034)	(130, 0.1712450071595448)	(135, 0.1938917778280202)	(140, 0.2187429346597332)
20R_S20_R1 - polya	(1, 9.420453689049664e-05)	(2, 0.00037681814756198657)	(3, 0.0005652272213429799)	(4, 0.0007536362951239731)	(5, 0.001036249905795463)	(6, 0.0012246589795764564)	(7, 0.001318863516466953)	(8, 0.0017898862009194363)	(9, 0.0018840907378099329)	(10, 0.002317431607506218)	(15, 0.002392795237018615)	(20, 0.002731931569824403)	(25, 0.0030522269952520916)	(30, 0.004408772326475243)	(35, 0.006104453990504182)	(40, 0.008007385635692216)	(45, 0.011116135353078604)	(50, 0.014658225940161279)	(55, 0.020951089004446456)	(60, 0.03283970156002713)	(65, 0.048458813776471474)	(70, 0.06648956213731252)	(75, 0.07813324289697791)	(80, 0.0845014695907755)	(85, 0.08966387821237472)	(90, 0.09341321878061648)	(95, 0.09712487753410204)	(100, 0.1011568317130153)	(105, 0.10481196774436656)	(110, 0.10859899012736454)	(115, 0.11244253523249678)	(120, 0.11589042128268898)	(125, 0.12122239807069109)	(130, 0.12642248850704652)	(135, 0.13100082899992463)	(140, 0.1345240786796292)
20R_S20_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.07357374331147788)	(4, 0.1007988544728314)	(5, 1.1310196699073027)	(6, 1.1666289848519105)	(7, 1.2079847765468386)	(8, 1.2802396563418494)	(9, 1.3066169266711885)	(10, 1.4102042354359787)	(15, 1.6579244856432287)	(20, 1.7336272514884317)	(25, 1.773626497852136)	(30, 1.8110256989976636)	(35, 1.823008516090135)	(40, 1.8264187203255708)	(45, 1.8288115155625895)	(50, 1.830620242670887)	(55, 1.8322405607054038)	(60, 1.8342000150727258)	(65, 1.8364609239580978)	(70, 1.8383261737885295)	(75, 1.8404175145074988)	(80, 1.842942196096164)	(85, 1.845372673147939)	(90, 1.8469176275529429)	(95, 1.8510626271761246)	(100, 1.8618396261963976)	(105, 1.8904966463184867)	(110, 1.949336800060291)	(115, 2.0422036325269426)	(120, 2.1510663953576)	(125, 2.285873087647901)	(130, 2.427820483834501)	(135, 2.54936317733062)	(140, 2.605038058632904)
20R_S20_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0011304544426859599)	(3, 0.0011304544426859599)	(4, 0.0011304544426859599)	(5, 0.0011304544426859599)	(6, 0.0011304544426859599)	(7, 0.0011304544426859599)	(8, 0.0011304544426859599)	(9, 0.0011304544426859599)	(10, 0.0011304544426859599)	(15, 0.0012246589795764564)	(20, 0.0012246589795764564)	(25, 0.002129022533725224)	(30, 0.005539226769161203)	(35, 0.008949431004597181)	(40, 0.013829226015524906)	(45, 0.016429271233702615)	(50, 0.018652498304318338)	(55, 0.021290225337252243)	(60, 0.02545406586781219)	(65, 0.027074383902328737)	(70, 0.02835556560403949)	(75, 0.031068656266485795)	(80, 0.035175974074911444)	(85, 0.04067751902931645)	(90, 0.049853040922450825)	(95, 0.059292335518878594)	(100, 0.06997513000226092)	(105, 0.08489712864571558)	(110, 0.09827417288416611)	(115, 0.11238601251036251)	(120, 0.12304996608636673)	(125, 0.13635164669530483)	(130, 0.14767503202954252)	(135, 0.17874368829602832)	(140, 0.2161994121636898)
20R_S20_R2 - polya	(1, 9.420453689049664e-05)	(2, 9.420453689049664e-05)	(3, 0.00018840907378099328)	(4, 0.0004710226844524832)	(5, 0.0008478408320144698)	(6, 0.0011304544426859599)	(7, 0.0015072725902479463)	(8, 0.0017898862009194363)	(9, 0.0023551134222624163)	(10, 0.004691385937146733)	(15, 0.009100158263621975)	(20, 0.013998794181927801)	(25, 0.018388725601024947)	(30, 0.024417815962016733)	(35, 0.03890647373577512)	(40, 0.06275906247644887)	(45, 0.09993217273343884)	(50, 0.15566357675785664)	(55, 0.23170547893586554)	(60, 0.3237244705705027)	(65, 0.42849875650011304)	(70, 0.5249453613686035)	(75, 0.5682040847087195)	(80, 0.5922450825231743)	(85, 0.6143266259703067)	(90, 0.62559348858241)	(95, 0.6347501695681663)	(100, 0.6449431004597181)	(105, 0.6546650086668173)	(110, 0.6648956213731253)	(115, 0.6746552113949809)	(120, 0.6836611651217124)	(125, 0.6921584143492351)	(130, 0.6992991182455347)	(135, 0.7059122767352475)	(140, 0.7090775491747683)
20R_S20_R2 - polyg	(1, 0.12020498907227373)	(2, 0.323780993292637)	(3, 0.378042806541563)	(4, 0.3854849649559123)	(5, 0.4687617755671113)	(6, 0.4888273419247871)	(7, 0.5188785891928556)	(8, 0.5583502901499736)	(9, 0.5948074459265958)	(10, 0.7024267088702991)	(15, 0.8345956741276661)	(20, 0.9014243725977844)	(25, 0.9289320973698093)	(30, 0.9645225714070389)	(35, 1.0212525435224962)	(40, 1.0278468611048308)	(45, 1.0344600195945435)	(50, 1.0452558595221946)	(55, 1.0579734720024117)	(60, 1.067714221116889)	(65, 1.076098424900143)	(70, 1.0855754013113272)	(75, 1.098424900143191)	(80, 1.1142889441555508)	(85, 1.1308501017409)	(90, 1.1502750772477204)	(95, 1.1727145979350366)	(100, 1.2037267314793882)	(105, 1.2724772025020725)	(110, 1.4429308915517371)	(115, 1.8403986736001208)	(120, 2.0729896751827566)	(125, 2.299909563644585)	(130, 2.5782274474338687)	(135, 2.940688823573743)	(140, 3.3254201522345315)
21R_S21_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.000937838501083985)	(3, 0.0010159917095076505)	(4, 0.0010159917095076505)	(5, 0.0010159917095076505)	(6, 0.0010159917095076505)	(7, 0.0010159917095076505)	(8, 0.0010159917095076505)	(9, 0.0010159917095076505)	(10, 0.0010159917095076505)	(15, 0.001078514276246583)	(20, 0.0010941449179313158)	(25, 0.0012660819764633796)	(30, 0.0023758575360794286)	(35, 0.005173742397646651)	(40, 0.009081402818829921)	(45, 0.012707711689687994)	(50, 0.01577131745989568)	(55, 0.01825658948776824)	(60, 0.020397987398576675)	(65, 0.02147650167482326)	(70, 0.022320556325798845)	(75, 0.023539746377208022)	(80, 0.02594686519665692)	(85, 0.029432498292352394)	(90, 0.033418311921959334)	(95, 0.03812313506906399)	(100, 0.04468800457665188)	(105, 0.05273778504428942)	(110, 0.06136589925426208)	(115, 0.07135387929080653)	(120, 0.07859086639083794)	(125, 0.08706267418396325)	(130, 0.0940652016587237)	(135, 0.10888304997585066)	(140, 0.12715527010530364)
21R_S21_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.030245291659958515)	(4, 0.040874128005577014)	(5, 0.3131599061536273)	(6, 0.3233979764571275)	(7, 0.3396538438092499)	(8, 0.36052075045836857)	(9, 0.3783396819789643)	(10, 0.4251534538247399)	(15, 0.5137791921771765)	(20, 0.5483698022254908)	(25, 0.5673766625141262)	(30, 0.5800062209953906)	(35, 0.5854925762267318)	(40, 0.5877121273459639)	(45, 0.5891970383060136)	(50, 0.5904943815658463)	(55, 0.5914009587835609)	(60, 0.5929640229520343)	(65, 0.5939487533781724)	(70, 0.5952929885630595)	(75, 0.5979658282911489)	(80, 0.6011857404782038)	(85, 0.6039367334147169)	(90, 0.6062344377423725)	(95, 0.608844754903723)	(100, 0.6156909759616361)	(105, 0.6286487779182799)	(110, 0.65295442573804)	(115, 0.6909525156736258)	(120, 0.7424242187414519)	(125, 0.8003513768250727)	(130, 0.8597790765104281)	(135, 0.9113601940700471)	(140, 0.9344779131217674)
21R_S21_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00015630641684733084)	(3, 0.00023445962527099626)	(4, 0.00023445962527099626)	(5, 0.00023445962527099626)	(6, 0.00023445962527099626)	(7, 0.00023445962527099626)	(8, 0.00023445962527099626)	(9, 0.00023445962527099626)	(10, 0.0002344596252709963)	(15, 0.0002344596252709963)	(20, 0.00028135155032519557)	(25, 0.0006877482341282557)	(30, 0.0017662625103748383)	(35, 0.003204281545370282)	(40, 0.0045485167302573275)	(45, 0.005767706781666508)	(50, 0.007362032233509283)	(55, 0.008596852926603196)	(60, 0.009315862444100919)	(65, 0.010206809020130703)	(70, 0.01155104420501775)	(75, 0.0126608197646338)	(80, 0.014051946874575042)	(85, 0.016756047886033864)	(90, 0.02022605034004461)	(95, 0.024024296269434746)	(100, 0.030026462676372257)	(105, 0.03749790940167467)	(110, 0.04496935612697708)	(115, 0.05278467696934362)	(120, 0.06003729471105977)	(125, 0.06897802175472709)	(130, 0.07723100056426617)	(135, 0.09087655075503813)	(140, 0.10535052495510099)
21R_S21_R2 - polya	(1, 0.00015630641684733084)	(2, 0.0003907660421183271)	(3, 0.0003907660421183271)	(4, 0.0004689192505419925)	(5, 0.0005470724589656579)	(6, 0.0006252256673893234)	(7, 0.0006252256673893234)	(8, 0.0006252256673893234)	(9, 0.0007033788758129887)	(10, 0.0021413979108084328)	(15, 0.004329687746671064)	(20, 0.007018158116445154)	(25, 0.009909826828120773)	(30, 0.012395098855993335)	(35, 0.015990146443481946)	(40, 0.02038235675689194)	(45, 0.027463037440076027)	(50, 0.038717099453083846)	(55, 0.05333174942830928)	(60, 0.06741495758625378)	(65, 0.08496816819820904)	(70, 0.10295903677733682)	(75, 0.1119779170294278)	(80, 0.11769873188604012)	(85, 0.12340391610096768)	(90, 0.12857765849861436)	(95, 0.13298549945370908)	(100, 0.13708072757510914)	(105, 0.14126973954661762)	(110, 0.14619339167730852)	(115, 0.1508669535410437)	(120, 0.15555614604646367)	(125, 0.1598858337931347)	(130, 0.16451250373181572)	(135, 0.16823259645278216)	(140, 0.17099922003097992)
21R_S21_R2 - polyg	(1, 0.15044492621555594)	(2, 0.28549367037164974)	(3, 0.3151918895726426)	(4, 0.3208970737875702)	(5, 0.3567693964540326)	(6, 0.36599147504802515)	(7, 0.3837322533601972)	(8, 0.4042865471756212)	(9, 0.4300771059554308)	(10, 0.4748588943821911)	(15, 0.5338801973837433)	(20, 0.56217165883311)	(25, 0.5768175700917049)	(30, 0.5941050597950197)	(35, 0.6152845792778331)	(40, 0.6216306198018346)	(45, 0.6287894536934424)	(50, 0.6355575215429319)	(55, 0.643107121476658)	(60, 0.6485622154246298)	(65, 0.6537046965389071)	(70, 0.6602851966881798)	(75, 0.6688351576897287)	(80, 0.6801048503444211)	(85, 0.6914683268492221)	(90, 0.713491900983011)	(95, 0.729888444110296)	(100, 0.7515681441270209)	(105, 0.7901445678049421)	(110, 0.8619361050629213)	(115, 1.0401254202688783)	(120, 1.1483832445773394)	(125, 1.2491852528021834)	(130, 1.3565052386095604)	(135, 1.4769549634321137)	(140, 1.5826806237876483)
22R_S22_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.013074966093731995)	(3, 0.013074966093731995)	(4, 0.013074966093731995)	(5, 0.013074966093731995)	(6, 0.013074966093731995)	(7, 0.013074966093731995)	(8, 0.013074966093731995)	(9, 0.013074966093731995)	(10, 0.013074966093731993)	(15, 0.013252253769579206)	(20, 0.01329657568854101)	(25, 0.01657639769171446)	(30, 0.03213339124730744)	(35, 0.06852168671494802)	(40, 0.10925353024084532)	(45, 0.14426784622066996)	(50, 0.17972538139011265)	(55, 0.20268413541232683)	(60, 0.22236306743136752)	(65, 0.2322911772788115)	(70, 0.23942700623166183)	(75, 0.24700605437413015)	(80, 0.2560034039233763)	(85, 0.267349815177598)	(90, 0.2814885073264132)	(95, 0.2962033844217319)	(100, 0.31428672735814767)	(105, 0.333832693620303)	(110, 0.352093324232566)	(115, 0.3716392904947213)	(120, 0.39136254443272367)	(125, 0.4121938463447713)	(130, 0.4268644015211282)	(135, 0.45509746389979694)	(140, 0.48443857425251086)
22R_S22_R1 - polya	(1, 0.00022160959480901685)	(2, 0.0011080479740450842)	(3, 0.0013296575688541011)	(4, 0.0017728767584721348)	(5, 0.0019944863532811515)	(6, 0.0019944863532811515)	(7, 0.0019944863532811515)	(8, 0.0019944863532811515)	(9, 0.0019944863532811515)	(10, 0.002171774029128365)	(15, 0.002703637056670005)	(20, 0.00407761654448591)	(25, 0.004964054923721978)	(30, 0.005407274113340011)	(35, 0.007712013899353787)	(40, 0.01329657568854101)	(45, 0.019590288181117087)	(50, 0.030537802164682527)	(55, 0.05283172740246962)	(60, 0.09533644768683905)	(65, 0.13726498302470505)	(70, 0.1840246075294076)	(75, 0.2209447660245898)	(80, 0.24461267075019283)	(85, 0.2582638217904282)	(90, 0.26721684942071255)	(95, 0.2756823359424169)	(100, 0.28490129508647205)	(105, 0.2935883912029855)	(110, 0.30183226812988095)	(115, 0.3089680970827313)	(120, 0.31561638492700184)	(125, 0.3206690836886474)	(130, 0.32558881669340756)	(135, 0.3302869401033587)	(140, 0.3328576114031433)
