Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
1R_S1_R1	(1, 0.0)	(2, 0.08201494549707758)	(3, 0.0)	(4, 0.0025642595162979373)	(5, 0.0)	(6, 0.00033087219565134675)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00012407707336925503)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 5.806800609647701e-05)	(35, 0.0)	(40, 0.0)	(45, 8.412095078545834e-06)	(50, 0.0018615997081688604)	(55, 0.0)	(60, 0.0001365497047325994)	(65, 0.0)	(70, 0.0)	(75, 6.883865235258675e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 6.048941292691591e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 8.676011946174368e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 7.819165295416753e-05)	(145, 0.0)	(150, 0.0)
1R_S1_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0004963082934770201)	(10, 2.4815414673851004e-05)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 9.10699912622483e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 7.484373874745178e-05)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 8.384793606628414e-06)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0007658590472612459)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 8.428412854003874e-06)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 8.431141601866317e-06)	(150, 0.0)
20R_S20_R1	(1, 0.0)	(2, 0.08186374255784158)	(3, 0.0)	(4, 0.0017898862009194361)	(5, 0.0)	(6, 0.0005652272213429799)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0001318863516466953)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 7.545743238731093e-05)	(35, 0.0)	(40, 0.0)	(45, 3.798373232711894e-05)	(50, 0.001579974301622805)	(55, 0.0)	(60, 9.551466933394566e-05)	(65, 0.0)	(70, 0.0)	(75, 5.749309412117781e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 5.7629037658463045e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 9.644613358059551e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.00013522663501075536)	(145, 0.0)	(150, 0.0)
20R_S20_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0004710226844524832)	(10, 7.536362951239732e-05)	(15, 1.884090737809933e-05)	(20, 3.768181475619866e-05)	(25, 0.0)	(30, 7.538489169923765e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 9.441677718150436e-05)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0007600717583747082)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 1.9051861262060067e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 1.9063123721579263e-05)	(150, 0.0)
21R_S21_R1	(1, 0.0)	(2, 0.08081041751007005)	(3, 0.0)	(4, 0.001328604543202312)	(5, 0.0)	(6, 0.0006252256673893234)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.6891925054199245e-05)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 1.5641450406669892e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0018069717369193711)	(55, 0.0)	(60, 0.00014158568096813145)	(65, 0.0)	(70, 0.0)	(75, 6.300313913140722e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 3.154009495145585e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 6.324932663185635e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 6.331548364323624e-05)	(145, 0.0)	(150, 0.0)
21R_S21_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0007033788758129888)	(10, 3.126128336946617e-05)	(15, 1.5630641684733084e-05)	(20, 0.0)	(25, 0.0)	(30, 9.379600400884121e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 6.257912347924908e-05)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 4.700140440196353e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.000769058002825425)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 1.571824603864834e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
22R_S22_R1	(1, 0.0)	(2, 0.07556887182987475)	(3, 0.0)	(4, 0.002880924732517219)	(5, 0.0)	(6, 0.0011080479740450844)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 4.455843482259505e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0019894006583528225)	(55, 0.0)	(60, 0.00013994939429902146)	(65, 0.0)	(70, 0.0)	(75, 4.697515249308878e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 4.717185840140233e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 4.740037389414928e-05)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
22R_S22_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00044321918961803364)	(10, 4.432191896180337e-05)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 8.871925766822724e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0005848208401356245)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 4.509883861470799e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
23R_S94_R1	(1, 0.0)	(2, 0.08331509497272581)	(3, 0.0)	(4, 0.0017903947789618736)	(5, 0.0)	(6, 0.0007871563252332375)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00010804106424769927)	(15, 0.0)	(20, 0.0)	(25, 0.0)	(30, 5.8658377929136973e-05)	(35, 0.0)	(40, 0.0)	(45, 1.2363569173257711e-05)	(50, 0.001614028068319149)	(55, 1.8556789606119462e-05)	(60, 8.042811514484918e-05)	(65, 0.0)	(70, 9.283019204215035e-06)	(75, 9.283889935028552e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 5.262131046068626e-05)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 6.193521087654148e-06)	(120, 8.362433569756881e-05)	(125, 0.0)	(130, 0.0)	(135, 3.098195285755071e-06)	(140, 8.6749468001142e-05)	(145, 0.0)	(150, 0.0)
23R_S94_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00016977881524638457)	(10, 6.173775099868529e-06)	(15, 3.0868875499342643e-06)	(20, 0.0)	(25, 0.0)	(30, 3.0869599710813594e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 2.7787301789702918e-05)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 3.0884933331937334e-06)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0009207079799459915)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 9.276194613078791e-06)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 6.186099525062209e-06)	(150, 0.0)
