Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
56R_S55_R2	(25, 418.0)	(30, 688.0)	(35, 683.0)	(40, 715.0)	(45, 933.0)	(50, 1161.0)	(55, 1064.0)	(60, 1231.0)	(65, 1427.0)	(70, 1438.0)	(75, 1357.0)	(80, 986.0)	(85, 723.0)	(90, 590.0)	(95, 616.0)	(100, 775.0)	(105, 944.0)	(110, 1301.0)	(115, 1353.0)	(120, 1180.0)	(125, 1035.0)	(130, 745.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 20695899.0)
57R_S56_R1	(25, 654.0)	(30, 1132.0)	(35, 3700.0)	(40, 1810.0)	(45, 1897.0)	(50, 2001.0)	(55, 1688.0)	(60, 1820.0)	(65, 2106.0)	(70, 2272.0)	(75, 2444.0)	(80, 2146.0)	(85, 2614.0)	(90, 2332.0)	(95, 3471.0)	(100, 3826.0)	(105, 4877.0)	(110, 5481.0)	(115, 6380.0)	(120, 5198.0)	(125, 5688.0)	(130, 4085.0)	(135, 3.0)	(140, 3.0)	(145, 0.0)	(150, 27360197.0)
57R_S56_R2	(25, 189.0)	(30, 292.0)	(35, 307.0)	(40, 509.0)	(45, 530.0)	(50, 776.0)	(55, 901.0)	(60, 1229.0)	(65, 1564.0)	(70, 1753.0)	(75, 1709.0)	(80, 1214.0)	(85, 952.0)	(90, 836.0)	(95, 1066.0)	(100, 1128.0)	(105, 1606.0)	(110, 1968.0)	(115, 2048.0)	(120, 1597.0)	(125, 1463.0)	(130, 1109.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 27403079.0)
58R_S57_R1	(25, 349.0)	(30, 684.0)	(35, 2010.0)	(40, 1224.0)	(45, 1241.0)	(50, 1379.0)	(55, 1224.0)	(60, 1175.0)	(65, 1335.0)	(70, 1487.0)	(75, 1491.0)	(80, 1247.0)	(85, 1210.0)	(90, 1106.0)	(95, 1577.0)	(100, 1705.0)	(105, 2272.0)	(110, 2908.0)	(115, 3154.0)	(120, 2744.0)	(125, 2937.0)	(130, 1851.0)	(135, 1.0)	(140, 1.0)	(145, 0.0)	(150, 27270288.0)
58R_S57_R2	(25, 106.0)	(30, 208.0)	(35, 260.0)	(40, 336.0)	(45, 433.0)	(50, 574.0)	(55, 605.0)	(60, 860.0)	(65, 1101.0)	(70, 1211.0)	(75, 1227.0)	(80, 929.0)	(85, 748.0)	(90, 693.0)	(95, 940.0)	(100, 1158.0)	(105, 1540.0)	(110, 1860.0)	(115, 1799.0)	(120, 1503.0)	(125, 1440.0)	(130, 1062.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 27286007.0)
59R_S58_R1	(25, 546.0)	(30, 1145.0)	(35, 3358.0)	(40, 1339.0)	(45, 1450.0)	(50, 1480.0)	(55, 1311.0)	(60, 1309.0)	(65, 1624.0)	(70, 1673.0)	(75, 1874.0)	(80, 1704.0)	(85, 1872.0)	(90, 1847.0)	(95, 2589.0)	(100, 3001.0)	(105, 3627.0)	(110, 4205.0)	(115, 4987.0)	(120, 4084.0)	(125, 4402.0)	(130, 2933.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 18565289.0)
59R_S58_R2	(25, 119.0)	(30, 186.0)	(35, 279.0)	(40, 397.0)	(45, 487.0)	(50, 681.0)	(55, 734.0)	(60, 956.0)	(65, 1195.0)	(70, 1329.0)	(75, 1347.0)	(80, 982.0)	(85, 699.0)	(90, 597.0)	(95, 783.0)	(100, 834.0)	(105, 1347.0)	(110, 1439.0)	(115, 1463.0)	(120, 1161.0)	(125, 1277.0)	(130, 835.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 18598522.0)
5R_S4_R1	(25, 2503.0)	(30, 5144.0)	(35, 8626.0)	(40, 9218.0)	(45, 10284.0)	(50, 12210.0)	(55, 10003.0)	(60, 11537.0)	(65, 12456.0)	(70, 13788.0)	(75, 13933.0)	(80, 11961.0)	(85, 8643.0)	(90, 6400.0)	(95, 6518.0)	(100, 7639.0)	(105, 8315.0)	(110, 9407.0)	(115, 9923.0)	(120, 8555.0)	(125, 8177.0)	(130, 5240.0)	(135, 1332.0)	(140, 6702.0)	(145, 297493.0)	(150, 20464085.0)
5R_S4_R2	(25, 823.0)	(30, 1553.0)	(35, 2318.0)	(40, 3303.0)	(45, 4151.0)	(50, 5656.0)	(55, 6181.0)	(60, 8880.0)	(65, 10554.0)	(70, 12208.0)	(75, 12325.0)	(80, 8756.0)	(85, 5353.0)	(90, 3400.0)	(95, 3160.0)	(100, 3385.0)	(105, 3741.0)	(110, 3988.0)	(115, 4413.0)	(120, 4022.0)	(125, 4145.0)	(130, 4529.0)	(135, 6489.0)	(140, 17607.0)	(145, 411953.0)	(150, 20417199.0)
60R_S59_R1	(25, 1065.0)	(30, 1919.0)	(35, 2955.0)	(40, 2646.0)	(45, 2959.0)	(50, 3103.0)	(55, 2204.0)	(60, 2205.0)	(65, 2530.0)	(70, 2699.0)	(75, 3001.0)	(80, 3136.0)	(85, 3990.0)	(90, 3831.0)	(95, 5039.0)	(100, 6029.0)	(105, 7148.0)	(110, 8685.0)	(115, 9901.0)	(120, 8625.0)	(125, 8549.0)	(130, 6314.0)	(135, 2.0)	(140, 2.0)	(145, 0.0)	(150, 27559355.0)
60R_S59_R2	(25, 283.0)	(30, 484.0)	(35, 531.0)	(40, 679.0)	(45, 777.0)	(50, 1073.0)	(55, 1138.0)	(60, 1402.0)	(65, 1780.0)	(70, 1912.0)	(75, 1857.0)	(80, 1515.0)	(85, 1143.0)	(90, 917.0)	(95, 1079.0)	(100, 1281.0)	(105, 1651.0)	(110, 2089.0)	(115, 2119.0)	(120, 1867.0)	(125, 1599.0)	(130, 1086.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 27629630.0)
61R_S60_R1	(25, 383.0)	(30, 672.0)	(35, 1920.0)	(40, 1039.0)	(45, 1187.0)	(50, 1358.0)	(55, 1157.0)	(60, 1468.0)	(65, 1723.0)	(70, 1988.0)	(75, 1966.0)	(80, 1672.0)	(85, 1874.0)	(90, 1856.0)	(95, 2745.0)	(100, 3119.0)	(105, 4198.0)	(110, 4903.0)	(115, 5511.0)	(120, 4777.0)	(125, 5027.0)	(130, 3572.0)	(135, 1456.0)	(140, 8677.0)	(145, 428405.0)	(150, 30150829.0)
61R_S60_R2	(25, 134.0)	(30, 280.0)	(35, 302.0)	(40, 480.0)	(45, 464.0)	(50, 840.0)	(55, 813.0)	(60, 1230.0)	(65, 1559.0)	(70, 1736.0)	(75, 1735.0)	(80, 1266.0)	(85, 1067.0)	(90, 1038.0)	(95, 1310.0)	(100, 1536.0)	(105, 2087.0)	(110, 2351.0)	(115, 2526.0)	(120, 2239.0)	(125, 2451.0)	(130, 2671.0)	(135, 4097.0)	(140, 21051.0)	(145, 769845.0)	(150, 29818374.0)
62R_S61_R1	(25, 336.0)	(30, 624.0)	(35, 1978.0)	(40, 880.0)	(45, 942.0)	(50, 1075.0)	(55, 988.0)	(60, 1083.0)	(65, 1337.0)	(70, 1463.0)	(75, 1563.0)	(80, 1332.0)	(85, 1346.0)	(90, 1333.0)	(95, 1855.0)	(100, 2221.0)	(105, 2700.0)	(110, 3321.0)	(115, 3523.0)	(120, 3209.0)	(125, 3237.0)	(130, 2279.0)	(135, 0.0)	(140, 5.0)	(145, 0.0)	(150, 26204721.0)
62R_S61_R2	(25, 102.0)	(30, 147.0)	(35, 184.0)	(40, 329.0)	(45, 365.0)	(50, 508.0)	(55, 576.0)	(60, 798.0)	(65, 1068.0)	(70, 1183.0)	(75, 1257.0)	(80, 810.0)	(85, 569.0)	(90, 508.0)	(95, 677.0)	(100, 788.0)	(105, 982.0)	(110, 1317.0)	(115, 1286.0)	(120, 1132.0)	(125, 994.0)	(130, 781.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 26226990.0)
63R_S95_R1	(25, 516.0)	(30, 695.0)	(35, 1974.0)	(40, 1204.0)	(45, 1636.0)	(50, 1902.0)	(55, 1424.0)	(60, 1446.0)	(65, 1793.0)	(70, 1906.0)	(75, 2084.0)	(80, 2014.0)	(85, 1553.0)	(90, 1473.0)	(95, 1716.0)	(100, 2083.0)	(105, 2583.0)	(110, 3248.0)	(115, 3066.0)	(120, 2935.0)	(125, 3333.0)	(130, 2382.0)	(135, 0.0)	(140, 4.0)	(145, 0.0)	(150, 36070495.0)
63R_S95_R2	(25, 148.0)	(30, 289.0)	(35, 270.0)	(40, 340.0)	(45, 472.0)	(50, 684.0)	(55, 705.0)	(60, 971.0)	(65, 1248.0)	(70, 1555.0)	(75, 1766.0)	(80, 1413.0)	(85, 818.0)	(90, 716.0)	(95, 726.0)	(100, 839.0)	(105, 1066.0)	(110, 1289.0)	(115, 1346.0)	(120, 1241.0)	(125, 1217.0)	(130, 1028.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 36093318.0)
64R_S62_R1	(25, 225.0)	(30, 430.0)	(35, 1948.0)	(40, 664.0)	(45, 879.0)	(50, 977.0)	(55, 907.0)	(60, 1065.0)	(65, 1218.0)	(70, 1309.0)	(75, 1537.0)	(80, 1314.0)	(85, 1424.0)	(90, 1381.0)	(95, 2044.0)	(100, 2420.0)	(105, 2848.0)	(110, 3518.0)	(115, 3857.0)	(120, 3163.0)	(125, 3237.0)	(130, 2165.0)	(135, 0.0)	(140, 4.0)	(145, 0.0)	(150, 24430108.0)
64R_S62_R2	(25, 69.0)	(30, 150.0)	(35, 148.0)	(40, 232.0)	(45, 301.0)	(50, 427.0)	(55, 553.0)	(60, 871.0)	(65, 932.0)	(70, 1185.0)	(75, 1212.0)	(80, 1072.0)	(85, 860.0)	(90, 1117.0)	(95, 1401.0)	(100, 1463.0)	(105, 2101.0)	(110, 2486.0)	(115, 2768.0)	(120, 2399.0)	(125, 2035.0)	(130, 1738.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24443122.0)
65R_S63_R1	(25, 1286.0)	(30, 2751.0)	(35, 3962.0)	(40, 3705.0)	(45, 4232.0)	(50, 4807.0)	(55, 3357.0)	(60, 3189.0)	(65, 3427.0)	(70, 3286.0)	(75, 3179.0)	(80, 2710.0)	(85, 2397.0)	(90, 2068.0)	(95, 2560.0)	(100, 3394.0)	(105, 3698.0)	(110, 4226.0)	(115, 4325.0)	(120, 3725.0)	(125, 3548.0)	(130, 2333.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 19380203.0)
65R_S63_R2	(25, 427.0)	(30, 716.0)	(35, 770.0)	(40, 980.0)	(45, 1329.0)	(50, 1885.0)	(55, 1877.0)	(60, 2230.0)	(65, 2604.0)	(70, 2722.0)	(75, 2542.0)	(80, 1767.0)	(85, 1300.0)	(90, 1049.0)	(95, 1137.0)	(100, 1610.0)	(105, 2178.0)	(110, 2128.0)	(115, 2167.0)	(120, 1880.0)	(125, 1760.0)	(130, 1156.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 19416155.0)
66R_S64_R1	(25, 9356.0)	(30, 18576.0)	(35, 22368.0)	(40, 20048.0)	(45, 20365.0)	(50, 20079.0)	(55, 12805.0)	(60, 11304.0)	(65, 9426.0)	(70, 7504.0)	(75, 6277.0)	(80, 4691.0)	(85, 4139.0)	(90, 3187.0)	(95, 3965.0)	(100, 4348.0)	(105, 5071.0)	(110, 5408.0)	(115, 5571.0)	(120, 4674.0)	(125, 4601.0)	(130, 2851.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 18214881.0)
66R_S64_R2	(25, 3042.0)	(30, 4843.0)	(35, 4660.0)	(40, 4873.0)	(45, 5117.0)	(50, 6344.0)	(55, 5221.0)	(60, 5486.0)	(65, 5389.0)	(70, 5300.0)	(75, 4635.0)	(80, 2839.0)	(85, 2077.0)	(90, 1359.0)	(95, 1586.0)	(100, 1808.0)	(105, 2349.0)	(110, 2358.0)	(115, 2305.0)	(120, 2069.0)	(125, 1815.0)	(130, 1292.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 18344729.0)
67R_S65_R1	(25, 1467.0)	(30, 3502.0)	(35, 5233.0)	(40, 3809.0)	(45, 4148.0)	(50, 4181.0)	(55, 3188.0)	(60, 2539.0)	(65, 2673.0)	(70, 2666.0)	(75, 2669.0)	(80, 2671.0)	(85, 2961.0)	(90, 2949.0)	(95, 3934.0)	(100, 4887.0)	(105, 5731.0)	(110, 7137.0)	(115, 7591.0)	(120, 6809.0)	(125, 6555.0)	(130, 4535.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 23316726.0)
67R_S65_R2	(25, 412.0)	(30, 738.0)	(35, 777.0)	(40, 920.0)	(45, 1205.0)	(50, 1558.0)	(55, 1567.0)	(60, 1648.0)	(65, 1933.0)	(70, 1992.0)	(75, 1879.0)	(80, 1352.0)	(85, 1182.0)	(90, 1042.0)	(95, 1232.0)	(100, 1376.0)	(105, 1852.0)	(110, 2392.0)	(115, 2326.0)	(120, 1951.0)	(125, 1874.0)	(130, 1320.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 23376034.0)
68R_S66_R1	(25, 652.0)	(30, 1374.0)	(35, 5086.0)	(40, 2301.0)	(45, 2770.0)	(50, 2963.0)	(55, 2517.0)	(60, 2116.0)	(65, 2248.0)	(70, 2279.0)	(75, 2331.0)	(80, 2202.0)	(85, 2562.0)	(90, 2339.0)	(95, 3503.0)	(100, 4092.0)	(105, 5035.0)	(110, 6326.0)	(115, 7571.0)	(120, 6128.0)	(125, 6298.0)	(130, 4776.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 24385969.0)
68R_S66_R2	(25, 163.0)	(30, 351.0)	(35, 402.0)	(40, 587.0)	(45, 903.0)	(50, 1215.0)	(55, 1247.0)	(60, 1223.0)	(65, 1687.0)	(70, 1713.0)	(75, 1745.0)	(80, 1268.0)	(85, 1111.0)	(90, 1015.0)	(95, 1244.0)	(100, 1488.0)	(105, 2021.0)	(110, 2448.0)	(115, 2504.0)	(120, 2090.0)	(125, 1827.0)	(130, 1441.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24433747.0)
69R_S67_R1	(25, 549.0)	(30, 1134.0)	(35, 2586.0)	(40, 1487.0)	(45, 1666.0)	(50, 1753.0)	(55, 1508.0)	(60, 1441.0)	(65, 1702.0)	(70, 1792.0)	(75, 1919.0)	(80, 1722.0)	(85, 1707.0)	(90, 1538.0)	(95, 2250.0)	(100, 2601.0)	(105, 3203.0)	(110, 3521.0)	(115, 4378.0)	(120, 3626.0)	(125, 3879.0)	(130, 2508.0)	(135, 0.0)	(140, 3.0)	(145, 0.0)	(150, 26791514.0)
69R_S67_R2	(25, 184.0)	(30, 358.0)	(35, 414.0)	(40, 492.0)	(45, 595.0)	(50, 802.0)	(55, 869.0)	(60, 1159.0)	(65, 1456.0)	(70, 1526.0)	(75, 1621.0)	(80, 1236.0)	(85, 1010.0)	(90, 952.0)	(95, 1318.0)	(100, 1560.0)	(105, 2249.0)	(110, 2607.0)	(115, 3316.0)	(120, 2991.0)	(125, 2219.0)	(130, 2039.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 26809014.0)
6R_S5_R1	(25, 1025.0)	(30, 2620.0)	(35, 5058.0)	(40, 4861.0)	(45, 6381.0)	(50, 8770.0)	(55, 7581.0)	(60, 10410.0)	(65, 12911.0)	(70, 14024.0)	(75, 15355.0)	(80, 13777.0)	(85, 10001.0)	(90, 7664.0)	(95, 7959.0)	(100, 8579.0)	(105, 9382.0)	(110, 11675.0)	(115, 11475.0)	(120, 10325.0)	(125, 9509.0)	(130, 6183.0)	(135, 1330.0)	(140, 9316.0)	(145, 509028.0)	(150, 31942358.0)
6R_S5_R2	(25, 424.0)	(30, 853.0)	(35, 1401.0)	(40, 2293.0)	(45, 2989.0)	(50, 4566.0)	(55, 5077.0)	(60, 8163.0)	(65, 10697.0)	(70, 12375.0)	(75, 13690.0)	(80, 10750.0)	(85, 6565.0)	(90, 3988.0)	(95, 3945.0)	(100, 4180.0)	(105, 4818.0)	(110, 5559.0)	(115, 5021.0)	(120, 4734.0)	(125, 4903.0)	(130, 5208.0)	(135, 7543.0)	(140, 24869.0)	(145, 762143.0)	(150, 31740803.0)
70R_S68_R1	(25, 1087.0)	(30, 2595.0)	(35, 3192.0)	(40, 2823.0)	(45, 3102.0)	(50, 3705.0)	(55, 3086.0)	(60, 3705.0)	(65, 4356.0)	(70, 4089.0)	(75, 3926.0)	(80, 3184.0)	(85, 3385.0)	(90, 2772.0)	(95, 3916.0)	(100, 4370.0)	(105, 5396.0)	(110, 5990.0)	(115, 6532.0)	(120, 5788.0)	(125, 6131.0)	(130, 4038.0)	(135, 1.0)	(140, 2.0)	(145, 0.0)	(150, 24226889.0)
70R_S68_R2	(25, 285.0)	(30, 599.0)	(35, 653.0)	(40, 1051.0)	(45, 1307.0)	(50, 1824.0)	(55, 1953.0)	(60, 2704.0)	(65, 3470.0)	(70, 3508.0)	(75, 3200.0)	(80, 2336.0)	(85, 2046.0)	(90, 1790.0)	(95, 2566.0)	(100, 3043.0)	(105, 3749.0)	(110, 4408.0)	(115, 5431.0)	(120, 4927.0)	(125, 3519.0)	(130, 2981.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24256710.0)
71R_S69_R1	(25, 3889.0)	(30, 6392.0)	(35, 10063.0)	(40, 8408.0)	(45, 9312.0)	(50, 10319.0)	(55, 6322.0)	(60, 6125.0)	(65, 5842.0)	(70, 4913.0)	(75, 4557.0)	(80, 3471.0)	(85, 3398.0)	(90, 2716.0)	(95, 3541.0)	(100, 3923.0)	(105, 4704.0)	(110, 5137.0)	(115, 5614.0)	(120, 4773.0)	(125, 4994.0)	(130, 3405.0)	(135, 1.0)	(140, 1.0)	(145, 0.0)	(150, 23040292.0)
71R_S69_R2	(25, 1475.0)	(30, 2818.0)	(35, 2190.0)	(40, 2396.0)	(45, 2615.0)	(50, 3075.0)	(55, 2591.0)	(60, 3026.0)	(65, 3456.0)	(70, 3791.0)	(75, 4002.0)	(80, 3035.0)	(85, 3130.0)	(90, 2810.0)	(95, 4829.0)	(100, 5762.0)	(105, 6444.0)	(110, 6531.0)	(115, 6292.0)	(120, 4863.0)	(125, 5117.0)	(130, 5218.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 23076646.0)
72R_S70_R1	(25, 6650.0)	(30, 8612.0)	(35, 22753.0)	(40, 11481.0)	(45, 13896.0)	(50, 13629.0)	(55, 7943.0)	(60, 7284.0)	(65, 7244.0)	(70, 6725.0)	(75, 5901.0)	(80, 5372.0)	(85, 5165.0)	(90, 4263.0)	(95, 4080.0)	(100, 4940.0)	(105, 5209.0)	(110, 5248.0)	(115, 5383.0)	(120, 4507.0)	(125, 4567.0)	(130, 2944.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 11339122.0)
72R_S70_R2	(25, 1746.0)	(30, 2972.0)	(35, 2931.0)	(40, 3295.0)	(45, 3370.0)	(50, 4534.0)	(55, 3799.0)	(60, 4333.0)	(65, 4927.0)	(70, 5235.0)	(75, 4361.0)	(80, 2996.0)	(85, 1944.0)	(90, 1378.0)	(95, 1048.0)	(100, 1314.0)	(105, 1344.0)	(110, 1436.0)	(115, 1386.0)	(120, 1102.0)	(125, 951.0)	(130, 620.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 11445896.0)
73R_S71_R1	(25, 2663.0)	(30, 4871.0)	(35, 6240.0)	(40, 4805.0)	(45, 4567.0)	(50, 4729.0)	(55, 2843.0)	(60, 2903.0)	(65, 2722.0)	(70, 2297.0)	(75, 2310.0)	(80, 1705.0)	(85, 1606.0)	(90, 1490.0)	(95, 1911.0)	(100, 2310.0)	(105, 3436.0)	(110, 3720.0)	(115, 3758.0)	(120, 3613.0)	(125, 3837.0)	(130, 2860.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 24524609.0)
73R_S71_R2	(25, 583.0)	(30, 1046.0)	(35, 1003.0)	(40, 1186.0)	(45, 1247.0)	(50, 1475.0)	(55, 1298.0)	(60, 1550.0)	(65, 1727.0)	(70, 2094.0)	(75, 2109.0)	(80, 1625.0)	(85, 1736.0)	(90, 1756.0)	(95, 2906.0)	(100, 3560.0)	(105, 4552.0)	(110, 5116.0)	(115, 7958.0)	(120, 7463.0)	(125, 5176.0)	(130, 5038.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24533603.0)
74R_S72_R1	(25, 366.0)	(30, 949.0)	(35, 1894.0)	(40, 1155.0)	(45, 1228.0)	(50, 1243.0)	(55, 996.0)	(60, 1238.0)	(65, 1608.0)	(70, 1445.0)	(75, 1536.0)	(80, 1480.0)	(85, 1813.0)	(90, 3595.0)	(95, 4258.0)	(100, 3982.0)	(105, 4419.0)	(110, 4968.0)	(115, 5850.0)	(120, 6993.0)	(125, 9426.0)	(130, 10270.0)	(135, 12726.0)	(140, 33987.0)	(145, 639518.0)	(150, 36616382.0)
74R_S72_R2	(25, 187.0)	(30, 325.0)	(35, 305.0)	(40, 400.0)	(45, 513.0)	(50, 712.0)	(55, 780.0)	(60, 991.0)	(65, 1338.0)	(70, 1500.0)	(75, 1578.0)	(80, 1547.0)	(85, 1622.0)	(90, 2161.0)	(95, 3121.0)	(100, 3680.0)	(105, 5200.0)	(110, 6353.0)	(115, 8705.0)	(120, 8696.0)	(125, 7316.0)	(130, 7611.0)	(135, 4572.0)	(140, 22882.0)	(145, 840346.0)	(150, 36440884.0)
75R_S73_R1	(25, 426.0)	(30, 770.0)	(35, 2216.0)	(40, 1169.0)	(45, 1162.0)	(50, 1314.0)	(55, 1084.0)	(60, 1127.0)	(65, 1391.0)	(70, 1540.0)	(75, 1603.0)	(80, 1436.0)	(85, 1546.0)	(90, 1855.0)	(95, 2642.0)	(100, 3339.0)	(105, 4046.0)	(110, 4417.0)	(115, 4996.0)	(120, 4413.0)	(125, 4603.0)	(130, 3425.0)	(135, 0.0)	(140, 6.0)	(145, 0.0)	(150, 31768033.0)
75R_S73_R2	(25, 117.0)	(30, 225.0)	(35, 244.0)	(40, 340.0)	(45, 467.0)	(50, 590.0)	(55, 590.0)	(60, 845.0)	(65, 1150.0)	(70, 1374.0)	(75, 1720.0)	(80, 1590.0)	(85, 1785.0)	(90, 2385.0)	(95, 5623.0)	(100, 6588.0)	(105, 9153.0)	(110, 9407.0)	(115, 10455.0)	(120, 10576.0)	(125, 8464.0)	(130, 7334.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 31737537.0)
76R_S74_R1	(25, 1018.0)	(30, 1632.0)	(35, 2823.0)	(40, 1898.0)	(45, 2033.0)	(50, 2235.0)	(55, 1561.0)	(60, 1781.0)	(65, 1993.0)	(70, 2200.0)	(75, 2456.0)	(80, 2170.0)	(85, 2171.0)	(90, 1993.0)	(95, 2857.0)	(100, 3436.0)	(105, 4199.0)	(110, 4679.0)	(115, 5058.0)	(120, 4695.0)	(125, 4988.0)	(130, 3253.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 28724653.0)
76R_S74_R2	(25, 267.0)	(30, 523.0)	(35, 514.0)	(40, 599.0)	(45, 657.0)	(50, 970.0)	(55, 884.0)	(60, 1345.0)	(65, 1624.0)	(70, 2319.0)	(75, 2871.0)	(80, 2953.0)	(85, 3619.0)	(90, 3877.0)	(95, 7243.0)	(100, 10361.0)	(105, 11729.0)	(110, 11748.0)	(115, 14147.0)	(120, 13216.0)	(125, 10997.0)	(130, 9830.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 28673490.0)
77R_S75_R1	(25, 1084.0)	(30, 2183.0)	(35, 3303.0)	(40, 2377.0)	(45, 2404.0)	(50, 2559.0)	(55, 1845.0)	(60, 1921.0)	(65, 2376.0)	(70, 2442.0)	(75, 2594.0)	(80, 2275.0)	(85, 2665.0)	(90, 2434.0)	(95, 3251.0)	(100, 3646.0)	(105, 4275.0)	(110, 5554.0)	(115, 6277.0)	(120, 6344.0)	(125, 6434.0)	(130, 5526.0)	(135, 4283.0)	(140, 12525.0)	(145, 434670.0)	(150, 30025740.0)
77R_S75_R2	(25, 279.0)	(30, 413.0)	(35, 475.0)	(40, 708.0)	(45, 887.0)	(50, 1251.0)	(55, 1283.0)	(60, 1630.0)	(65, 2192.0)	(70, 2228.0)	(75, 2365.0)	(80, 1849.0)	(85, 1532.0)	(90, 1326.0)	(95, 1805.0)	(100, 2301.0)	(105, 2895.0)	(110, 3182.0)	(115, 3705.0)	(120, 3840.0)	(125, 4072.0)	(130, 4243.0)	(135, 4688.0)	(140, 20111.0)	(145, 681015.0)	(150, 29800712.0)
78R_S76_R1	(25, 539.0)	(30, 1339.0)	(35, 2275.0)	(40, 1434.0)	(45, 1634.0)	(50, 1836.0)	(55, 1475.0)	(60, 1338.0)	(65, 1524.0)	(70, 1687.0)	(75, 1689.0)	(80, 1650.0)	(85, 1756.0)	(90, 1628.0)	(95, 2286.0)	(100, 2946.0)	(105, 3565.0)	(110, 4679.0)	(115, 4968.0)	(120, 4562.0)	(125, 4666.0)	(130, 3328.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 29435965.0)
78R_S76_R2	(25, 171.0)	(30, 297.0)	(35, 374.0)	(40, 437.0)	(45, 539.0)	(50, 853.0)	(55, 787.0)	(60, 962.0)	(65, 1188.0)	(70, 1329.0)	(75, 1372.0)	(80, 1017.0)	(85, 752.0)	(90, 585.0)	(95, 720.0)	(100, 955.0)	(105, 1237.0)	(110, 1670.0)	(115, 1607.0)	(120, 1440.0)	(125, 1338.0)	(130, 971.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 29468169.0)
79R_S77_R1	(25, 419.0)	(30, 928.0)	(35, 3623.0)	(40, 1367.0)	(45, 1555.0)	(50, 1808.0)	(55, 1586.0)	(60, 1702.0)	(65, 2039.0)	(70, 2045.0)	(75, 2205.0)	(80, 2075.0)	(85, 2340.0)	(90, 2531.0)	(95, 3527.0)	(100, 4099.0)	(105, 5070.0)	(110, 6048.0)	(115, 6889.0)	(120, 5908.0)	(125, 6053.0)	(130, 4353.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 26700097.0)
79R_S77_R2	(25, 146.0)	(30, 273.0)	(35, 282.0)	(40, 408.0)	(45, 521.0)	(50, 794.0)	(55, 827.0)	(60, 1067.0)	(65, 1560.0)	(70, 1573.0)	(75, 1659.0)	(80, 1127.0)	(85, 957.0)	(90, 910.0)	(95, 1215.0)	(100, 1392.0)	(105, 1847.0)	(110, 2235.0)	(115, 2108.0)	(120, 1834.0)	(125, 1652.0)	(130, 1289.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 26742592.0)
7R_S6_R1	(25, 701.0)	(30, 1461.0)	(35, 3533.0)	(40, 3397.0)	(45, 4394.0)	(50, 6401.0)	(55, 5557.0)	(60, 8046.0)	(65, 10292.0)	(70, 11876.0)	(75, 12878.0)	(80, 11959.0)	(85, 8550.0)	(90, 6650.0)	(95, 6787.0)	(100, 7499.0)	(105, 8322.0)	(110, 9802.0)	(115, 9845.0)	(120, 8614.0)	(125, 7845.0)	(130, 4935.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 28501507.0)
