Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
MSM6J2PS_R2	(1, 32.70656102844379)	(2, 34.253130501990775)	(3, 36.01625823186335)	(4, 36.09950365404609)	(5, 36.143880981579294)	(6, 36.129143491919415)	(7, 36.10571517028611)	(8, 36.11222723402954)	(9, 36.026355038737236)	(10, 36.046200075720265)	(12, 36.02963400395258)	(14, 35.98753658270649)	(16, 35.944322870900564)	(18, 35.95765936460958)	(20, 35.921185340041134)	(22, 35.905733195089525)	(24, 35.8996992613854)	(26, 35.87648865563935)	(28, 35.954621652134165)	(30, 35.9192203145972)	(32, 35.88566782701339)	(34, 35.85612138216446)	(36, 35.84257718075981)	(38, 35.87034573826054)	(40, 35.83534332020098)	(42, 35.799403501720406)	(44, 35.78773908010738)	(46, 35.72900578121429)	(48, 35.700788565032525)	(50, 35.72728733386781)	(52, 35.74430812851689)	(54, 35.74618670206053)	(56, 35.734959821710675)	(58, 35.70891362795426)	(60, 35.76905928464262)	(62, 35.750586046976814)	(64, 35.74076305764659)	(66, 35.70572548037443)	(68, 35.71692204146761)	(70, 35.694930339892316)	(72, 35.638479227426345)	(74, 35.560325091596525)	(76, 35.54727113100451)	(78, 35.502267039031835)	(80, 35.493562031942645)	(82, 35.434803865253)	(84, 35.41453865595625)	(86, 35.396567795480195)	(88, 35.39756149940208)	(90, 35.404477395781825)	(92, 35.39141554579214)	(94, 35.39554912199516)	(96, 35.39876774904122)	(98, 34.49765982561375)	(100, 34.420110657740146)
MSM79H54_R1	(1, 36.48680936351833)	(2, 36.660928672934354)	(3, 36.68410618636032)	(4, 36.69442989019605)	(5, 36.68805602688584)	(6, 36.65635687388027)	(7, 36.6788168464064)	(8, 36.68296539056573)	(9, 36.67842132386161)	(10, 36.6783242606367)	(12, 36.66643112118929)	(14, 36.68287344301702)	(16, 36.671066731572935)	(18, 36.54438643387289)	(20, 36.58744804223072)	(22, 36.635023157858456)	(24, 36.6292966968348)	(26, 36.62575153322201)	(28, 36.59090408537902)	(30, 36.48504405135708)	(32, 36.494642271532555)	(34, 36.480611048675925)	(36, 36.44605694447661)	(38, 36.37450869314935)	(40, 36.306343653895965)	(42, 36.28740407433993)	(44, 36.245874745629735)	(46, 36.199239568193846)	(48, 36.16704257911932)	(50, 36.1028377995379)	(52, 36.08014990115946)	(54, 36.126062924280006)	(56, 36.09725442771269)	(58, 35.9983013492679)	(60, 36.01677199403599)	(62, 36.00357762438968)	(64, 35.967068558014326)	(66, 35.905685454841446)	(68, 35.86355818402363)	(70, 35.81986016068235)	(72, 35.73766999465242)	(74, 35.72917597921075)	(76, 35.70101523843647)	(78, 35.692913904761525)	(80, 35.6574147439526)	(82, 35.63492579153811)	(84, 35.573154080469266)	(86, 35.56429774220469)	(88, 35.61251218358269)	(90, 35.74382075084708)	(92, 35.01291096197128)				
MSM79H54_R2	(1, 29.7743994869246)	(2, 31.91257901700397)	(3, 33.64463982139289)	(4, 33.70157083569148)	(5, 33.56315086883029)	(6, 33.362882107357045)	(7, 33.306840951472694)	(8, 33.26292664066467)	(9, 33.02905892558953)	(10, 32.93619674783001)	(12, 32.819470209801956)	(14, 32.88511510540716)	(16, 32.92581461758705)	(18, 32.98577586230107)	(20, 32.83738948120043)	(22, 32.6848808074368)	(24, 32.631829091181274)	(26, 32.80135923516871)	(28, 33.210830075006584)	(30, 33.26539980086557)	(32, 33.129560692651786)	(34, 33.39159478244106)	(36, 33.12260700783021)	(38, 33.24390561415847)	(40, 33.30845292797074)	(42, 33.339630012756885)	(44, 33.41104916057138)	(46, 33.285151426708246)	(48, 33.27288309279783)	(50, 33.35614298844366)	(52, 33.450848987062614)	(54, 33.48437107133944)	(56, 33.451994830188504)	(58, 33.70480076410571)	(60, 33.88051941429579)	(62, 33.95556372789716)	(64, 34.04720780039103)	(66, 34.086940456494666)	(68, 34.19665238053916)	(70, 34.276554709383724)	(72, 34.21261316965305)	(74, 34.102167027011646)	(76, 34.082716430967075)	(78, 34.09558380128634)	(80, 34.035131438074515)	(82, 34.07372064015811)	(84, 34.18057393724604)	(86, 34.26263415511173)	(88, 34.257130474121475)	(90, 34.290000462920815)	(92, 34.401568799656296)	(94, 34.57255252445825)	(96, 34.85317234685418)	(98, 34.18844998646189)	(100, 34.166577279517334)
MSM79H5E_R1	(1, 36.70175103995381)	(2, 36.75946267764267)	(3, 36.774282341661554)	(4, 36.76172042123928)	(5, 36.76003484554044)	(6, 36.73493677802463)	(7, 36.729606853643574)	(8, 36.73643163109088)	(9, 36.74605023737236)	(10, 36.72749859535358)	(12, 36.701356708024264)	(14, 36.721771761710116)	(16, 36.72213001097944)	(18, 36.6014979458657)	(20, 36.64663219913505)	(22, 36.69247006427868)	(24, 36.69165047242512)	(26, 36.68364269918917)	(28, 36.654194093783985)	(30, 36.54422445476523)	(32, 36.52404909303656)	(34, 36.44565951370883)	(36, 36.427033129036744)	(38, 36.43442491971608)	(40, 36.42584755591524)	(42, 36.361223511461404)	(44, 36.315684616931016)	(46, 36.32505064459095)	(48, 36.34505074768427)	(50, 36.31261600939956)	(52, 36.32032982679938)	(54, 36.33332980329068)	(56, 36.31253210465649)	(58, 36.269678165686855)	(60, 36.27465635935705)	(62, 36.246156999490196)	(64, 36.20734381187441)	(66, 36.11920859890118)	(68, 36.10350162251959)	(70, 36.051754622454446)	(72, 36.048572938268265)	(74, 36.040356116986096)	(76, 35.99811451650461)	(78, 35.961714197443754)	(80, 35.953510099733734)	(82, 35.89534211215691)	(84, 35.845872050243926)	(86, 35.830214293452144)	(88, 35.88996056306361)	(90, 35.95403689219387)	(92, 35.086284174791295)				
MSM79H5E_R2	(1, 30.27747050242527)	(2, 32.279882885994255)	(3, 34.2677178748344)	(4, 34.297300501548975)	(5, 34.216264001360834)	(6, 33.90095309769638)	(7, 33.88116433589864)	(8, 33.736694519043915)	(9, 33.54059557008026)	(10, 33.67670451909546)	(12, 33.28942674962242)	(14, 33.44481157119367)	(16, 32.91874700385054)	(18, 32.84360228660972)	(20, 33.19537987309213)	(22, 33.213725328481075)	(24, 33.24745488378806)	(26, 33.23928473858113)	(28, 33.64882293207697)	(30, 33.38241691967484)	(32, 32.98956695653071)	(34, 33.557340501755164)	(36, 33.14070691086037)	(38, 33.567683338573914)	(40, 33.21728204784561)	(42, 33.42507693338625)	(44, 32.928798602054655)	(46, 33.35988329836752)	(48, 33.07355965752401)	(50, 33.37685334509301)	(52, 32.78639593472248)	(54, 33.34593799858274)	(56, 33.48389314282879)	(58, 33.46448398984585)	(60, 33.98370376122575)	(62, 34.091430134279584)	(64, 33.806773686975475)	(66, 34.04581091019469)	(68, 34.428478389457595)	(70, 34.45009773197101)	(72, 34.141679220015675)	(74, 33.9967482665084)	(76, 34.0282032028866)	(78, 33.671114560241634)	(80, 34.00510799657306)	(82, 33.98319745980027)	(84, 34.02967092789024)	(86, 34.25047891480911)	(88, 34.3496870010994)	(90, 34.36914203444487)	(92, 34.482428341551056)	(94, 34.64166433727131)	(96, 34.42719980642828)	(98, 34.07511260389184)	(100, 34.20609109200659)
MSM79H81_R1	(1, 36.64015729177991)	(2, 36.74882964200236)	(3, 36.762209129249584)	(4, 36.76555112236849)	(5, 36.76319804492725)	(6, 36.74628318413237)	(7, 36.75178555160328)	(8, 36.75080645734844)	(9, 36.7447838931375)	(10, 36.7447266579493)	(12, 36.72799654150449)	(14, 36.73632460005642)	(16, 36.71973232220092)	(18, 36.58137218146332)	(20, 36.6560812048786)	(22, 36.71034236463963)	(24, 36.70157843811606)	(26, 36.694374932477714)	(28, 36.660316439470066)	(30, 36.54648936627777)	(32, 36.51679141567004)	(34, 36.44477921949492)	(36, 36.40079956541897)	(38, 36.380777409643756)	(40, 36.36240457556383)	(42, 36.365507467837375)	(44, 36.35529945348862)	(46, 36.32513379995252)	(48, 36.291435651561656)	(50, 36.23897032684007)	(52, 36.25803691468462)	(54, 36.26395256410247)	(56, 36.24583696493423)	(58, 36.16095454215183)	(60, 36.151934595282555)	(62, 36.150643593376735)	(64, 36.12022000456811)	(66, 36.0902758164781)	(68, 36.06020939907893)	(70, 35.97328461809803)	(72, 35.93460300130005)	(74, 35.90010581546008)	(76, 35.88348768278542)	(78, 35.831086013556245)	(80, 35.82704847726967)	(82, 35.738221674630495)	(84, 35.711344146676055)	(86, 35.69536254232335)	(88, 35.716388266141024)	(90, 35.81379479270949)	(92, 35.088225923197356)				
MSM79H81_R2	(1, 29.74822782585195)	(2, 32.180252911797865)	(3, 33.34369764377293)	(4, 32.965929484216126)	(5, 33.01554087760848)	(6, 32.65401159402031)	(7, 32.6992683717334)	(8, 32.89879091511615)	(9, 32.24008772901272)	(10, 32.89620127685271)	(12, 32.947144827717004)	(14, 32.69422896581433)	(16, 32.34519558008879)	(18, 32.52642657013224)	(20, 32.880546436872464)	(22, 32.69543649281732)	(24, 32.53296408170205)	(26, 32.392995090304595)	(28, 33.04296753952022)	(30, 33.038430719514054)	(32, 32.96809747863756)	(34, 33.121054116378446)	(36, 32.585600811994595)	(38, 32.92248391234008)	(40, 33.12170808767076)	(42, 33.23245766882094)	(44, 33.14394886899542)	(46, 33.202225297343574)	(48, 32.98188269224842)	(50, 33.22998151344569)	(52, 33.46612125304714)	(54, 33.33761628538454)	(56, 33.49486220996002)	(58, 33.77373650816601)	(60, 33.822811067198245)	(62, 33.740632437935076)	(64, 33.87463388840886)	(66, 33.955866217627275)	(68, 34.05252963373783)	(70, 34.16504043456733)	(72, 33.883134236923)	(74, 33.91577514027703)	(76, 34.07701374966888)	(78, 34.02037320823439)	(80, 33.925475828049215)	(82, 33.97390159794672)	(84, 34.13554616972511)	(86, 34.261133975796554)	(88, 34.2221302849056)	(90, 34.27228071891369)	(92, 34.43697088724409)	(94, 34.63330806744452)	(96, 34.678861334978635)	(98, 34.09325953017324)	(100, 33.94081721315146)
MSM79H8D_R1	(1, 36.52900382810678)	(2, 36.71081410811802)	(3, 36.74791352173406)	(4, 36.77252806502587)	(5, 36.77616332624881)	(6, 36.775219878144924)	(7, 36.776710355519185)	(8, 36.78105727850911)	(9, 36.775972085626805)	(10, 36.76953389068487)	(12, 36.76704902965235)	(14, 36.783108089216455)	(16, 36.773231026358175)	(18, 36.75586119985414)	(20, 36.750726169530594)	(22, 36.75285853625408)	(24, 36.753330175835785)	(26, 36.752957704315136)	(28, 36.74923442510273)	(30, 36.746900385682665)	(32, 36.74685992443799)	(34, 36.73289669821884)	(36, 36.72882975183742)	(38, 36.71533782731901)	(40, 36.692272003631544)	(42, 36.66000513241174)	(44, 36.668076601667664)	(46, 36.66195876010866)	(48, 36.64510977710078)	(50, 36.62574730065636)	(52, 36.61018672108784)	(54, 36.601264494284194)	(56, 36.617785300216084)	(58, 36.61629661243266)	(60, 36.61758654235926)	(62, 36.60782999031538)	(64, 36.59860622784977)	(66, 36.59078674801113)	(68, 36.57360341952884)	(70, 36.551115049193065)	(72, 36.532740396477394)	(74, 36.52056195115639)	(76, 36.5019412514514)	(78, 36.484933335039585)	(80, 36.47825103400841)	(82, 36.464244766008235)	(84, 36.45483946312496)	(86, 36.43250278294829)	(88, 36.39980943038431)	(90, 36.47132779362106)	(92, 35.68881719322869)				
MSM79H8D_R2	(1, 32.41098842935108)	(2, 34.03133964140187)	(3, 35.87043523882144)	(4, 35.996614432804726)	(5, 36.05945404012286)	(6, 36.02888248660788)	(7, 36.03813476534041)	(8, 36.010936530835984)	(9, 35.92731665333304)	(10, 35.977476221838785)	(12, 35.949272031253315)	(14, 35.93455292309686)	(16, 35.859142834866844)	(18, 35.87644829504846)	(20, 35.83494219574813)	(22, 35.832740267782484)	(24, 35.78026262473192)	(26, 35.74196761934736)	(28, 35.8336951193687)	(30, 35.81006119108613)	(32, 35.789925808944034)	(34, 35.790880153708805)	(36, 35.74238367751155)	(38, 35.77503919630284)	(40, 35.783520261749615)	(42, 35.741462318375255)	(44, 35.724234528578776)	(46, 35.720152377554264)	(48, 35.65591339401506)	(50, 35.6557822139756)	(52, 35.68260959980785)	(54, 35.67853041704995)	(56, 35.680215546966316)	(58, 35.71728978943816)	(60, 35.723499982198376)	(62, 35.71479857424937)	(64, 35.705715562522926)	(66, 35.7166272008337)	(68, 35.682312360300955)	(70, 35.66694737135201)	(72, 35.607139650546756)	(74, 35.58632691857235)	(76, 35.54459221335452)	(78, 35.533252082499175)	(80, 35.49787023532177)	(82, 35.453337020539)	(84, 35.447932240737714)	(86, 35.38793973460117)	(88, 35.400205501458174)	(90, 35.37929305123335)	(92, 35.416234439040764)	(94, 35.403216368495734)	(96, 35.442323696765)	(98, 34.57227627113997)	(100, 34.41503668429722)
MSM9VZFL_R1	(1, 36.76834765557752)	(2, 36.78718581249794)	(3, 36.78115287216459)	(4, 36.782504625946615)	(5, 36.7809498797273)	(6, 36.77083746677162)	(7, 36.76617513953022)	(8, 36.772225282612496)	(9, 36.768868835156)	(10, 36.768821177170096)	(12, 36.757485903621536)	(14, 36.7676279435337)	(16, 36.75946906200291)	(18, 36.75283619172935)	(20, 36.75190291074334)	(22, 36.74120503089932)	(24, 36.743916120415676)	(26, 36.744747777755265)	(28, 36.73562031774624)	(30, 36.70026159646862)	(32, 36.68118234620775)	(34, 36.64800015495217)	(36, 36.63711782341136)	(38, 36.62804006023256)	(40, 36.62047480096738)	(42, 36.603474662198536)	(44, 36.61689114979733)	(46, 36.600436847880424)	(48, 36.597456503486484)	(50, 36.596528323570105)	(52, 36.588073833544875)	(54, 36.596275006142605)	(56, 36.593247603226224)	(58, 36.584021031105834)	(60, 36.58410594961154)	(62, 36.57785016469119)	(64, 36.56642905177696)	(66, 36.55399063244441)	(68, 36.53037603618319)	(70, 36.506155113826644)	(72, 36.48944640993165)	(74, 36.476357106346974)	(76, 36.46248944229571)	(78, 36.4551935071777)	(80, 36.42936531275856)	(82, 36.40492043910733)	(84, 36.402288809134475)	(86, 36.379701560052965)	(88, 36.37458448451798)	(90, 36.42641332355004)	(92, 35.55628838421806)				
MSM9VZFL_R2	(1, 32.410388268591745)	(2, 34.0817156059388)	(3, 35.930056936001826)	(4, 36.04402782359868)	(5, 36.11414661049141)	(6, 36.127130098528426)	(7, 36.074660949747205)	(8, 36.03804292353455)	(9, 35.98092291601121)	(10, 36.0112279156525)	(12, 35.98364286175756)	(14, 35.97323245896221)	(16, 35.870172128157165)	(18, 35.87510007858471)	(20, 35.88498930180158)	(22, 35.87682653372383)	(24, 35.803136711010254)	(26, 35.774636343444854)	(28, 35.878206576470745)	(30, 35.8634135503887)	(32, 35.83246644221539)	(34, 35.827041778341176)	(36, 35.79862812537313)	(38, 35.83086193545198)	(40, 35.78932984843868)	(42, 35.78152139327484)	(44, 35.73235600056731)	(46, 35.71930382896237)	(48, 35.64973151606042)	(50, 35.67286044677712)	(52, 35.656257641152976)	(54, 35.68968682691545)	(56, 35.65336026404337)	(58, 35.69920073690967)	(60, 35.748181287757305)	(62, 35.73795584413362)	(64, 35.70892357476981)	(66, 35.708504882461504)	(68, 35.69709565771109)	(70, 35.67720463792921)	(72, 35.61572733421553)	(74, 35.57637551331791)	(76, 35.547800205835784)	(78, 35.50897685832145)	(80, 35.470009617150296)	(82, 35.434739163355715)	(84, 35.41468225052937)	(86, 35.38059639787367)	(88, 35.398179399030184)	(90, 35.36179369931767)	(92, 35.37051015417577)	(94, 35.399761377266)	(96, 35.360638290728964)	(98, 34.508225559003)	(100, 34.41740092125656)
MSM9VZHX_R1	(1, 36.657842778502726)	(2, 36.760066607540864)	(3, 36.7865757225598)	(4, 36.7946447419983)	(5, 36.79042894243687)	(6, 36.768140439058264)	(7, 36.78256977148274)	(8, 36.78172912222032)	(9, 36.77862763275637)	(10, 36.7780358516616)	(12, 36.76266868690293)	(14, 36.769244497335464)	(16, 36.74901179775293)	(18, 36.619627235446025)	(20, 36.68518082641806)	(22, 36.749180325124975)	(24, 36.742197684804225)	(26, 36.73612295824015)	(28, 36.706305434364396)	(30, 36.66818801587316)	(32, 36.61631317762701)	(34, 36.59053361561406)	(36, 36.56560474546299)	(38, 36.50127928071555)	(40, 36.46933188887278)	(42, 36.48272515978717)	(44, 36.46047473459816)	(46, 36.43992391475591)	(48, 36.394372357410255)	(50, 36.333987627431505)	(52, 36.33278455700808)	(54, 36.35539800362582)	(56, 36.343793090769694)	(58, 36.26719520362215)	(60, 36.27923230510472)	(62, 36.276057492087716)	(64, 36.23980469922934)	(66, 36.20253064265896)	(68, 36.172165770526334)	(70, 36.08048049557277)	(72, 35.99374159233238)	(74, 35.95848816083199)	(76, 35.91238879672184)	(78, 35.95071284111873)	(80, 35.934252385974474)	(82, 35.88887812620111)	(84, 35.8714459575719)	(86, 35.825649371991545)	(88, 35.82488534508793)	(90, 35.90259327727493)	(92, 35.25475601902874)				
MSM9VZHX_R2	(1, 29.92140745357547)	(2, 32.28908501248735)	(3, 33.4479614464607)	(4, 32.97279166899425)	(5, 33.08945905747275)	(6, 33.12369867264034)	(7, 33.04863400771481)	(8, 32.96428077517988)	(9, 31.73403200534601)	(10, 32.869764013558346)	(12, 32.83717766132547)	(14, 32.36446382247697)	(16, 31.969083229925943)	(18, 32.64337400795332)	(20, 32.32450118094693)	(22, 32.30447853906958)	(24, 32.08288000411746)	(26, 32.243599359700596)	(28, 33.15564836591216)	(30, 32.8363116963436)	(32, 32.74252354623435)	(34, 33.00017658237368)	(36, 32.08575605814581)	(38, 32.80934250473728)	(40, 33.02237030871997)	(42, 33.245579530169536)	(44, 32.99093132347443)	(46, 33.315611806665736)	(48, 33.24574701143747)	(50, 33.282018863646066)	(52, 33.46601083738789)	(54, 33.267322601306915)	(56, 33.28993482456166)	(58, 33.818524651672874)	(60, 33.885157939915956)	(62, 33.89677957884967)	(64, 33.83088568193911)	(66, 33.75516506904364)	(68, 34.05809861157992)	(70, 34.43436315260034)	(72, 33.91937322492083)	(74, 34.340672271552094)	(76, 34.16078239138146)	(78, 34.30634103393411)	(80, 33.76973110731956)	(82, 34.082707763463816)	(84, 34.196736250386266)	(86, 34.38772871473569)	(88, 34.434780948528754)	(90, 34.658202149822316)	(92, 34.60018272334064)	(94, 34.62477819671865)	(96, 34.848696757308545)	(98, 34.23359471463953)	(100, 34.03975974968721)
MSM9VZL5_R1	(1, 36.45547841828609)	(2, 36.697722148081375)	(3, 36.75072587786357)	(4, 36.77300322359046)	(5, 36.785493722949695)	(6, 36.77851711348088)	(7, 36.784939748455436)	(8, 36.78782253223072)	(9, 36.787113645609274)	(10, 36.789388890204066)	(12, 36.770438391501564)	(14, 36.77961933508442)	(16, 36.77176572660824)	(18, 36.76301384598047)	(20, 36.76148485237583)	(22, 36.76017273574926)	(24, 36.75754441150683)	(26, 36.762951117478266)	(28, 36.75196953860295)	(30, 36.740173580129444)	(32, 36.73675220397956)	(34, 36.728246000894345)	(36, 36.72156023348967)	(38, 36.70622666022436)	(40, 36.682046949938396)	(42, 36.66125294237585)	(44, 36.66186577256914)	(46, 36.6488472628609)	(48, 36.64795984546751)	(50, 36.63632434795453)	(52, 36.63882025542803)	(54, 36.63702369796513)	(56, 36.62169524610157)	(58, 36.606842683623896)	(60, 36.611598279367925)	(62, 36.59785121576)	(64, 36.58708297695126)	(66, 36.58207052003478)	(68, 36.56379644428125)	(70, 36.53230801648183)	(72, 36.51624479157643)	(74, 36.498845307861465)	(76, 36.48143893030598)	(78, 36.47845408234424)	(80, 36.454255611046946)	(82, 36.43762196068637)	(84, 36.43921804076095)	(86, 36.43351566705962)	(88, 36.41686538705077)	(90, 36.46141944496709)	(92, 35.62238330516593)				
MSM9VZL5_R2	(1, 32.27615672176265)	(2, 33.938604287553126)	(3, 35.87147431726026)	(4, 35.976684088462676)	(5, 36.022602006635694)	(6, 36.027862037005015)	(7, 36.00952480486799)	(8, 36.005386360118116)	(9, 35.978280119744895)	(10, 35.972450896401206)	(12, 35.93711391288724)	(14, 35.93199537620028)	(16, 35.85979361559123)	(18, 35.873998730375114)	(20, 35.82407267909724)	(22, 35.79391930627295)	(24, 35.78110747334284)	(26, 35.765196252392)	(28, 35.85329003357557)	(30, 35.8271015930094)	(32, 35.78445875720982)	(34, 35.80225085138942)	(36, 35.76294446280238)	(38, 35.800895533916105)	(40, 35.79375692127202)	(42, 35.75873118022204)	(44, 35.74981544183721)	(46, 35.72513264896355)	(48, 35.69765571041556)	(50, 35.69325003090317)	(52, 35.67967060937072)	(54, 35.697768363329786)	(56, 35.6855293261155)	(58, 35.732151076594604)	(60, 35.761521295053264)	(62, 35.74760399760672)	(64, 35.72830584751482)	(66, 35.7130133306339)	(68, 35.710297607259115)	(70, 35.73337153556798)	(72, 35.674503779688074)	(74, 35.61407857191889)	(76, 35.6155959509765)	(78, 35.58026167470132)	(80, 35.580154209937305)	(82, 35.52539746141331)	(84, 35.513114546697594)	(86, 35.50178168285039)	(88, 35.455753210439894)	(90, 35.47573205077616)	(92, 35.462811899859474)	(94, 35.45250222671398)	(96, 35.48066220022929)	(98, 34.55991917314239)	(100, 34.34815343320062)
MSM9VZL9_R1	(1, 36.70911657284821)	(2, 36.7504137660852)	(3, 36.751910393329275)	(4, 36.75289734627044)	(5, 36.752536010010914)	(6, 36.739812514353446)	(7, 36.74293240047809)	(8, 36.74984946508462)	(9, 36.73795356717582)	(10, 36.7341217961573)	(12, 36.72633581949293)	(14, 36.73880641255787)	(16, 36.73374026179107)	(18, 36.72473466048885)	(20, 36.717104760103545)	(22, 36.707688114214264)	(24, 36.70371643195986)	(26, 36.70387339354555)	(28, 36.68858149221252)	(30, 36.66132854096091)	(32, 36.63798205437567)	(34, 36.629955503833244)	(36, 36.62408572417492)	(38, 36.608960916270064)	(40, 36.57995043463309)	(42, 36.5669402635748)	(44, 36.56988118660467)	(46, 36.55664277038281)	(48, 36.55110671853296)	(50, 36.548562312799234)	(52, 36.54413677849308)	(54, 36.56055594388518)	(56, 36.53815197314617)	(58, 36.51242511242312)	(60, 36.516596701281586)	(62, 36.50842515845636)	(64, 36.49799236380865)	(66, 36.46954862857274)	(68, 36.45210126134488)	(70, 36.45566077075166)	(72, 36.421296252796175)	(74, 36.38800150601375)	(76, 36.40404088187495)	(78, 36.37565642655585)	(80, 36.3467416113584)	(82, 36.33321423549047)	(84, 36.319024117506274)	(86, 36.30583497386592)	(88, 36.3146760185555)	(90, 36.36515900989265)	(92, 35.49895988947466)				
MSM9VZL9_R2	(1, 32.61436390981309)	(2, 34.29735272334089)	(3, 35.992156314459336)	(4, 36.07955385005424)	(5, 36.11538883257173)	(6, 36.1169575303329)	(7, 36.10457825500687)	(8, 36.1000522396487)	(9, 36.04633150575443)	(10, 36.01263234186423)	(12, 35.9663183455075)	(14, 36.02283113976211)	(16, 35.96181911887202)	(18, 35.92494376991366)	(20, 35.893153687787375)	(22, 35.92182660528715)	(24, 35.91590229729856)	(26, 35.86561520875465)	(28, 35.96184092364631)	(30, 35.90942204953861)	(32, 35.85922185220049)	(34, 35.79619861139328)	(36, 35.837678767999435)	(38, 35.84390375234918)	(40, 35.84588716708045)	(42, 35.81965917137661)	(44, 35.81043932587114)	(46, 35.78855143113422)	(48, 35.78257141440652)	(50, 35.80418735111571)	(52, 35.79132259080736)	(54, 35.79019849580464)	(56, 35.82004829533962)	(58, 35.835825084500385)	(60, 35.84647954476857)	(62, 35.822829989007374)	(64, 35.78943893320174)	(66, 35.685666949200574)	(68, 35.65605114021031)	(70, 35.74752793858099)	(72, 35.66327804111629)	(74, 35.610983129652226)	(76, 35.61824288314992)	(78, 35.64165521204313)	(80, 35.65132018743187)	(82, 35.57430408468575)	(84, 35.563957391088756)	(86, 35.55971580307089)	(88, 35.53422327788872)	(90, 35.53379728605831)	(92, 35.51489803130729)	(94, 35.44541680494862)	(96, 35.523292097379816)	(98, 34.5666685076498)	(100, 34.5557699418123)
PSM7J14X_R1	(1, 36.79934644505841)	(2, 36.85689362756232)	(3, 36.845212579468495)	(4, 36.85058458265634)	(5, 36.85179213185697)	(6, 36.83952844008671)	(7, 36.847557874593114)	(8, 36.84736081092097)	(9, 36.834660413390516)	(10, 36.83175653376872)	(12, 36.82264578161072)	(14, 36.82927503519842)	(16, 36.81651148232244)	(18, 36.809764940235894)	(20, 36.810243828701815)	(22, 36.80482054147399)	(24, 36.799380950986546)	(26, 36.797888253026585)	(28, 36.78947743304386)	(30, 36.72293829057949)	(32, 36.657738231381245)	(34, 36.68290326231391)	(36, 36.652276718549544)	(38, 36.63021975369415)	(40, 36.60787969777239)	(42, 36.593281869904736)	(44, 36.57773212161598)	(46, 36.53630585548189)	(48, 36.50513734704812)	(50, 36.474405522196164)	(52, 36.41942048247576)	(54, 36.41875072347601)	(56, 36.37381602376222)	(58, 36.30781137138132)	(60, 36.275890335554394)	(62, 36.246666166782106)	(64, 36.22814865437074)	(66, 36.13863156474455)	(68, 36.079856924011)	(70, 36.07941164156938)	(72, 35.943034766056385)	(74, 35.891317929960636)	(76, 35.86649189947052)	(78, 35.81095024893901)	(80, 35.740042516403236)	(82, 35.670359673451)	(84, 35.64588090350341)	(86, 35.57840647041365)	(88, 35.6228577169935)	(90, 35.75270079315066)	(92, 34.98534125987215)				
PSM7J14X_R2	(1, 29.88171288693531)	(2, 32.56758247193821)	(3, 34.67067478875012)	(4, 35.02136740028697)	(5, 35.2681151769893)	(6, 35.3723634423937)	(7, 35.40144782442498)	(8, 35.425480095381985)	(9, 35.332146941437266)	(10, 35.278269654331325)	(12, 35.22241444943654)	(14, 35.38236367190561)	(16, 35.31064832365294)	(18, 35.2572150233746)	(20, 35.206419052337424)	(22, 35.2685213339232)	(24, 35.30030612139913)	(26, 35.15746060111543)	(28, 35.33923300286257)	(30, 35.310230691123664)	(32, 35.16591866889425)	(34, 35.044830798281986)	(36, 35.1265165394986)	(38, 35.115761769805886)	(40, 35.163120523033896)	(42, 35.17092448187687)	(44, 35.09282419150473)	(46, 35.05896279611983)	(48, 35.017677956805855)	(50, 35.057280949875924)	(52, 35.03489544218301)	(54, 34.99325159289882)	(56, 35.10534099982197)	(58, 35.1798586631525)	(60, 35.15581300080562)	(62, 35.16576072158168)	(64, 35.14345685488487)	(66, 34.9237269829067)	(68, 34.78301562988081)	(70, 34.938677634518974)	(72, 34.84994248235702)	(74, 34.83832646674616)	(76, 34.84830459152619)	(78, 34.9065851520827)	(80, 34.888540960200125)	(82, 34.74355248490067)	(84, 34.738563487807525)	(86, 34.768505716788226)	(88, 34.77127609087459)	(90, 34.76142620838222)	(92, 34.787450259818456)	(94, 34.69973675182046)	(96, 35.023909025396456)	(98, 34.15549011155622)	(100, 33.65533380444577)
