Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
MSM9VZHX_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 1.046104109536306e-05)	(34, 2.092208219072612e-05)	(36, 2.092208219072612e-05)	(38, 6.276624657217835e-05)	(40, 0.0001359935342397198)	(42, 0.0002301429040979873)	(44, 0.0002301429040979873)	(46, 0.0002824481095748026)	(48, 0.0002929091506701657)	(50, 0.0002929091506701657)	(52, 0.0002929091506701657)	(54, 0.0002929091506701657)	(56, 0.0002929091506701657)	(58, 0.0004289026849098854)	(60, 0.0005125910136727899)	(62, 0.0005648962191496052)	(64, 0.000700889753389325)	(66, 0.0011088703561084844)	(68, 0.0020608250957865224)	(70, 0.003284766903944001)	(72, 0.0039751956162379625)	(74, 0.004613319123055109)	(76, 0.005303747835349071)	(78, 0.008431599122862626)	(80, 0.040149475724003424)	(82, 0.1513608036088081)	(84, 0.2889025719306416)	(86, 0.36504849006378937)	(88, 0.374086829570183)	(90, 0.3745052712139975)
MSM9VZL5_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 5.454652365731823e-06)	(28, 7.636513312024552e-05)	(30, 0.00010909304731463646)	(32, 0.00011454769968036828)	(34, 0.00013636630914329556)	(36, 0.0002181860946292729)	(38, 0.00030546053248098207)	(40, 0.000430917536892814)	(42, 0.0005400105842074505)	(44, 0.0006654675886192824)	(46, 0.0007581966788367234)	(48, 0.0008836536832485553)	(50, 0.0009382002069058734)	(52, 0.0010691118636834375)	(54, 0.0012109328251924648)	(56, 0.0013963910056273465)	(58, 0.001696396885742597)	(60, 0.0022691353841444383)	(62, 0.0037691647847206897)	(64, 0.0060546641259623234)	(66, 0.00882562752775409)	(68, 0.011596590929545856)	(70, 0.014580285773601162)	(72, 0.01741670500378171)	(74, 0.021153141874308008)	(76, 0.17440705474190932)	(78, 0.800508417237705)	(80, 1.4572103795052564)					
MSM9VZL5_R2 - illumina_universal_adapter	(1, 0.0)	(2, 2.1818609462927293e-05)	(3, 2.1818609462927293e-05)	(4, 2.1818609462927293e-05)	(5, 2.1818609462927293e-05)	(6, 2.1818609462927293e-05)	(7, 2.1818609462927293e-05)	(8, 4.3637218925854586e-05)	(9, 4.3637218925854586e-05)	(10, 0.0001418209615090274)	(12, 0.0001418209615090274)	(14, 0.0001418209615090274)	(16, 0.00014727561387475923)	(18, 0.00017454887570341832)	(20, 0.00019636748516634563)	(22, 0.00020727678989780927)	(24, 0.00022364074699500475)	(26, 0.00022909539936073655)	(28, 0.00022909539936073655)	(30, 0.00022909539936073655)	(32, 0.0002400047040922002)	(34, 0.00034364309904110483)	(36, 0.0003600070561383003)	(38, 0.000370916360869764)	(40, 0.0004527361463557413)	(42, 0.0005454652365731822)	(44, 0.0006436489791563551)	(46, 0.0007145594599108687)	(48, 0.0007472873741052597)	(50, 0.0007854699406653825)	(52, 0.0008072885501283097)	(54, 0.0008727443785170918)	(56, 0.0009654734687345326)	(58, 0.0010636572113177055)	(60, 0.0011836595633638056)	(62, 0.0013036619154099057)	(64, 0.0015982131431594242)	(66, 0.0024873214787737115)	(68, 0.004292811411830945)	(70, 0.006812860804799047)	(72, 0.009376547416693004)	(74, 0.012163874775581965)	(76, 0.014983930048665318)	(78, 0.019849479958898103)	(80, 0.07296143004402886)	(82, 0.39108766531824024)	(84, 1.0081343048869211)	(86, 1.464890530036207)	(88, 1.5306736375669328)	(90, 1.5319391169157826)
MSM9VZL9_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 1.9673480554797398e-05)	(34, 0.00011476196990298481)	(36, 0.00027542872776716357)	(38, 0.0004426533124829414)	(40, 0.0007279187805275037)	(42, 0.0009377692397786759)	(44, 0.001118109478197652)	(46, 0.001367306898558419)	(48, 0.001603388665215988)	(50, 0.0018427493452993562)	(52, 0.0021280148133439184)	(54, 0.0024788585499044722)	(56, 0.002905117295258416)	(58, 0.0032920290795027648)	(60, 0.004098641782249458)	(62, 0.006387323353457555)	(64, 0.011787693765749441)	(66, 0.017112649169247936)	(68, 0.02262450263801701)	(70, 0.027710097361432134)	(72, 0.03337278084778798)	(74, 0.039766662028097144)	(76, 0.23273727496325322)	(78, 1.0799888307093064)	(80, 1.9497534060368995)					
MSM9VZL9_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.623130740639653e-05)	(10, 0.00021968719952857095)	(12, 0.00029510220832196097)	(14, 0.00031477568887675837)	(16, 0.00033444916943155576)	(18, 0.0003606804768379523)	(20, 0.00041970091850234445)	(22, 0.0004492111393345406)	(24, 0.00047216353331513755)	(26, 0.00048527918701833585)	(28, 0.0005180683212763315)	(30, 0.0005869255032181224)	(32, 0.0007377555208049024)	(34, 0.0009705583740366717)	(36, 0.0014164905999454126)	(38, 0.002062436544827927)	(40, 0.002587062692955858)	(42, 0.003121525581361187)	(44, 0.003751076959114704)	(46, 0.004360954856313423)	(48, 0.004947880359531545)	(50, 0.005269213875259903)	(52, 0.005606941958117258)	(54, 0.006059432010877599)	(56, 0.006544711197895934)	(58, 0.00725623541129444)	(60, 0.00808907942144753)	(62, 0.008787487981142837)	(64, 0.00959410068388953)	(66, 0.011817203986581638)	(68, 0.016430635176681627)	(70, 0.022185128238959864)	(72, 0.027618287785509746)	(74, 0.033556399999632766)	(76, 0.03957320613597497)	(78, 0.051433035997091994)	(80, 0.13275992569719863)	(82, 0.627600424265166)	(84, 1.3908396602153825)	(86, 2.000747067634934)	(88, 2.0956027541298896)	(90, 2.097678306328421)
PSM7J14X_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 7.914203700523367e-06)	(14, 1.5828407401046734e-05)	(16, 1.5828407401046734e-05)	(18, 1.5828407401046734e-05)	(20, 1.5828407401046734e-05)	(22, 1.5828407401046734e-05)	(24, 1.5828407401046734e-05)	(26, 1.5828407401046734e-05)	(28, 1.5828407401046734e-05)	(30, 1.5828407401046734e-05)	(32, 2.37426111015701e-05)	(34, 5.539942590366356e-05)	(36, 6.331362960418694e-05)	(38, 6.331362960418694e-05)	(40, 0.00010288464810680377)	(42, 0.00018994088881256078)	(44, 0.0003007397406198879)	(46, 0.000324482351721458)	(48, 0.0004194527961277384)	(50, 0.0004985948331329721)	(52, 0.0005381658516355888)	(54, 0.0006410504997423926)	(56, 0.0007597635552502432)	(58, 0.0008943050181591404)	(60, 0.0012425299809821684)	(62, 0.002722486072980038)	(64, 0.006030623219798805)	(66, 0.009971896662659442)	(68, 0.014039797364728452)	(70, 0.01751413278925821)	(72, 0.02203314310225705)	(74, 0.027161547100196193)	(76, 0.17780050033595796)	(78, 0.7119380222879805)	(80, 1.2141654749194928)					
PSM7J14X_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.914203700523366e-05)	(10, 9.497044440628039e-05)	(12, 9.497044440628039e-05)	(14, 0.00011079885180732713)	(16, 0.00011079885180732713)	(18, 0.00011079885180732713)	(20, 0.00011079885180732713)	(22, 0.0001187130555078505)	(24, 0.00012662725920837387)	(26, 0.00012662725920837387)	(28, 0.00012662725920837387)	(30, 0.0001424556666094206)	(32, 0.00015828407401046731)	(34, 0.00018994088881256078)	(36, 0.00024534031471622436)	(38, 0.0004273669998282618)	(40, 0.0004431954072293085)	(42, 0.0004985948331329721)	(44, 0.0005460800553361122)	(46, 0.0007122783330471029)	(48, 0.0009022192218596638)	(50, 0.001013018073666991)	(52, 0.0010209322773675144)	(54, 0.001123816925474318)	(56, 0.001337500425388449)	(58, 0.0016857253882114772)	(60, 0.002010207739932935)	(62, 0.0022159770361465424)	(64, 0.0024850599619643367)	(66, 0.0032369093135140568)	(68, 0.005080918775736002)	(70, 0.008072487774533834)	(72, 0.010921601106722245)	(74, 0.013834028068514845)	(76, 0.016746455030307444)	(78, 0.022563394750192117)	(80, 0.07453597045152907)	(82, 0.40538134194820785)	(84, 0.8577176544516208)	(86, 1.183094311191238)	(88, 1.2283477279508306)	(90, 1.2292341187652893)
PSM7J15O_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 2.0811344846793642e-05)	(28, 5.202836211698411e-05)	(30, 7.804254317547616e-05)	(32, 0.00010405672423396821)	(34, 0.0001404765777158571)	(36, 0.0002445333019498253)	(38, 0.00040061838830077765)	(40, 0.0005410949660166347)	(42, 0.0006867743799441903)	(44, 0.0008896849922004282)	(46, 0.0010717842596098728)	(48, 0.0013371289064064915)	(50, 0.0016284877342616026)	(52, 0.0018105870016710468)	(54, 0.002065525976044269)	(56, 0.0024713472005567453)	(58, 0.002804328718105443)	(60, 0.003433871899720951)	(62, 0.0056138602724225845)	(64, 0.012127811209468996)	(66, 0.021300411450693293)	(68, 0.027257658913087974)	(70, 0.03555097983453524)	(72, 0.043298002953754175)	(74, 0.051554904021719555)	(76, 0.33737791414758345)	(78, 1.5677238101451767)	(80, 2.8150257493566953)					
PSM7J15O_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.0811344846793642e-05)	(6, 6.243403454038092e-05)	(7, 6.243403454038092e-05)	(8, 6.243403454038092e-05)	(9, 8.324537938717457e-05)	(10, 0.00022892479331473008)	(12, 0.0002549389743732221)	(14, 0.00027054748300831737)	(16, 0.0002861559916434126)	(18, 0.00031217017270190466)	(20, 0.00031217017270190466)	(22, 0.00031737300891360306)	(24, 0.00032777868133699987)	(26, 0.0003329815175486983)	(28, 0.0003485900261837935)	(30, 0.0003850098796656824)	(32, 0.00041622689693587286)	(34, 0.0005046751125347458)	(36, 0.0007075857247909839)	(38, 0.0008376566300834442)	(40, 0.0010301615699162853)	(42, 0.0012746948718661108)	(44, 0.0015140253376042375)	(46, 0.0016753132601668884)	(48, 0.0019042380534816184)	(50, 0.002055120303620872)	(52, 0.002169582700278237)	(54, 0.0022736394245122054)	(56, 0.002445333019498253)	(58, 0.0027054748300831735)	(60, 0.0029708194768797926)	(62, 0.0032101499426179193)	(64, 0.0037200278913643637)	(66, 0.005020736944288966)	(68, 0.009942620000555662)	(70, 0.01750754385236515)	(72, 0.0225803091587711)	(74, 0.02960934088077566)	(76, 0.03795989300055161)	(78, 0.050207369442889664)	(80, 0.11923860029970418)	(82, 0.6973777601436316)	(84, 1.8427093124420728)	(86, 2.820447104689285)	(88, 2.9494150087048654)	(90, 2.9518811530692104)
PSM7J16U_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.722079056586954e-05)	(5, 5.583118584880431e-05)	(6, 5.583118584880431e-05)	(7, 5.583118584880431e-05)	(8, 5.583118584880431e-05)	(9, 5.583118584880431e-05)	(10, 5.583118584880431e-05)	(12, 5.583118584880431e-05)	(14, 5.583118584880431e-05)	(16, 5.583118584880431e-05)	(18, 5.583118584880431e-05)	(20, 5.583118584880431e-05)	(22, 5.583118584880431e-05)	(24, 5.583118584880431e-05)	(26, 5.583118584880431e-05)	(28, 5.583118584880431e-05)	(30, 6.513638349027169e-05)	(32, 8.374677877320647e-05)	(34, 0.0001861039528293477)	(36, 0.0004466494867904345)	(38, 0.0005210910679221735)	(40, 0.0006234482419783147)	(42, 0.0008653833806564668)	(44, 0.0009863509499955427)	(46, 0.0011352341122590208)	(48, 0.001181760100466358)	(50, 0.0012189808910322273)	(52, 0.0013585588556542382)	(54, 0.0015260524132006512)	(56, 0.001740071958954401)	(58, 0.0020192278881984225)	(60, 0.0024100461891400525)	(62, 0.0033777867438526607)	(64, 0.005666865363653638)	(66, 0.008821327364111082)	(68, 0.01156636066834396)	(70, 0.014357919960784175)	(72, 0.016907544114546237)	(74, 0.019838681371608463)	(76, 0.16045882812946358)	(78, 0.678320992470048)	(80, 1.2279604067562433)					
PSM7J16U_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.722079056586954e-05)	(6, 3.722079056586954e-05)	(7, 3.722079056586954e-05)	(8, 3.722079056586954e-05)	(9, 5.583118584880431e-05)	(10, 0.0005210910679221735)	(12, 0.0006141430443368474)	(14, 0.0006141430443368474)	(16, 0.0006141430443368474)	(18, 0.0006141430443368474)	(20, 0.0006234482419783147)	(22, 0.0006327534396197822)	(24, 0.0006327534396197822)	(26, 0.0006327534396197822)	(28, 0.0006327534396197822)	(30, 0.0006513638349027169)	(32, 0.0007165002183929887)	(34, 0.0007630262066003256)	(36, 0.0008095521948076625)	(38, 0.0009119093688638037)	(40, 0.000967740554712608)	(42, 0.0009863509499955427)	(44, 0.0011073185193346189)	(46, 0.0011538445075419557)	(48, 0.0011910652981078251)	(50, 0.0013957796462201078)	(52, 0.00142369523914451)	(54, 0.0014888316226347818)	(56, 0.001572578401407988)	(58, 0.0017214615636714664)	(60, 0.001916870714142281)	(62, 0.0020471434811228247)	(64, 0.002251857829235107)	(66, 0.002921832059420759)	(68, 0.004410663682055541)	(70, 0.0064764175584613)	(72, 0.008728275387696407)	(74, 0.010663756497121623)	(76, 0.012664373990037111)	(78, 0.016246875082002052)	(80, 0.05040625562382882)	(82, 0.31799582419950645)	(84, 0.7655106943705974)	(86, 1.1370114050085411)	(88, 1.1992166512417506)	(90, 1.2004821581209904)
